prob_class1_positive,prob_class2_negative,epistemic_uncertainty,aleatoric_uncertainty
6.4862675e-08,0.99999994,1.297165e-07,1.1238461e-06
2.3650623e-08,1.0,4.7300205e-08,4.069618e-07
1.2815853e-05,0.9999871,2.5511017e-05,0.00015723289
0.0006697332,0.9993303,0.0011673957,0.005564316
2.7732423e-05,0.9999723,5.5262244e-05,0.00031869957
1.5531335e-06,0.99999845,3.0975618e-06,2.231328e-05
9.266649e-06,0.99999076,1.8498245e-05,0.00011662069
2.2603548e-05,0.9999774,4.4344586e-05,0.0002643792
0.016962893,0.9830371,0.004247246,0.08597127
0.050598588,0.9494014,0.0059275823,0.20027402
2.3989242e-05,0.999976,4.7622132e-05,0.00027920565
3.3046675e-07,0.99999964,6.606689e-07,5.279252e-06
1.22235615e-05,0.9999877,2.4340885e-05,0.00015054319
0.00059806334,0.9994019,0.0004456514,0.005036599
9.0000205e-05,0.99991,0.00017465999,0.0009284038
0.0052690087,0.99473095,0.0033656657,0.032895897
0.0024686796,0.99753135,0.0011047327,0.017287716
0.0017635621,0.9982364,0.0013242319,0.01294374
7.309237e-05,0.9999269,0.00013048733,0.0007691788
0.0029372382,0.99706274,0.0005240506,0.020057868
6.4839223e-06,0.99999356,1.290173e-05,8.3885425e-05
9.820175e-07,0.99999905,1.962607e-06,1.4528618e-05
0.00014401044,0.999856,0.00027501304,0.0014178468
4.2044253e-08,0.99999994,8.406703e-08,7.64736e-07
0.021683287,0.9783167,0.0035925393,0.10451976
0.0012359468,0.99876404,0.0006414428,0.0095109865
5.9243746e-05,0.9999408,0.00011610821,0.0006358454
0.007210166,0.99278986,0.0026785277,0.04274651
4.662134e-05,0.9999534,8.923723e-05,0.00051157543
3.8672692e-06,0.9999961,7.709247e-06,5.2061936e-05
6.687873e-05,0.9999331,0.0001315825,0.00070974464
1.0657527e-05,0.99998933,2.1032747e-05,0.00013267981
2.8420469e-05,0.9999715,5.6281442e-05,0.00032599748
1.2294361e-05,0.9999877,2.4513269e-05,0.00015127308
2.4025425e-05,0.999976,4.7686484e-05,0.00027955437
1.93511e-06,0.9999981,3.8617086e-06,2.7354416e-05
0.0007586886,0.99924135,0.0011458243,0.006208708
3.7477798e-06,0.99999624,7.467316e-06,5.0571158e-05
0.00053308083,0.9994669,0.0010124397,0.0045506954
2.6702687e-06,0.9999973,5.33191e-06,3.6940666e-05
0.018660769,0.9813392,0.0076461732,0.09278028
3.5995778e-05,0.99996406,4.7570724e-05,0.0004042437
3.2307757e-06,0.9999968,6.4591773e-06,4.4054676e-05
0.0010886947,0.9989113,0.0012838169,0.008515996
0.0003131408,0.99968684,0.00046219805,0.0028397923
2.9553993e-07,0.9999997,5.898648e-07,4.7314725e-06
4.0435684e-06,0.999996,8.037827e-06,5.4198095e-05
2.3280973e-06,0.9999977,4.6447717e-06,3.2511092e-05
0.002385938,0.997614,0.0011512771,0.0167898
2.288596e-06,0.99999774,4.571035e-06,3.1978303e-05
0.0011163668,0.99888366,0.0012527418,0.0087044025
0.0009221802,0.9990778,0.0005189377,0.007366673
3.657405e-07,0.99999964,7.312072e-07,5.768527e-06
0.0022396585,0.9977603,0.00111096,0.015902309
0.0012831652,0.99871683,0.0009059504,0.009826195
3.5683348e-05,0.99996436,6.901311e-05,0.00040105992
8.481082e-07,0.99999917,1.6946058e-06,1.2681295e-05
0.015664112,0.98433584,0.006145514,0.08064687
5.333354e-07,0.99999946,1.0661089e-06,8.230093e-06
7.301428e-07,0.9999993,1.4572352e-06,1.102226e-05
0.0013171947,0.9986828,0.002038693,0.010052291
0.00035928236,0.99964076,0.000573138,0.0032087755
0.0033038533,0.9966962,0.0031312662,0.022172162
0.00010572591,0.9998943,0.00019696084,0.0010735482
5.2413185e-08,0.9999999,1.04754506e-07,9.887173e-07
1.1771524e-06,0.9999988,2.3453686e-06,1.7253105e-05
4.9783437e-05,0.99995023,9.3991934e-05,0.00054300437
7.745098e-05,0.9999225,0.00014516083,0.0008106136
1.7733282e-05,0.99998224,3.535714e-05,0.00021175532
6.655294e-05,0.9999334,0.00013224914,0.00070663996
9.174863e-06,0.9999908,1.8312472e-05,0.000115588715
0.00011234878,0.99988765,0.00021465209,0.0011340274
0.0029142653,0.9970857,0.0005432541,0.019923931
2.7060541e-06,0.9999973,5.3900403e-06,3.736389e-05
1.4159318e-06,0.99999857,2.8221198e-06,2.048992e-05
0.011876282,0.9881237,0.0018782361,0.06445555
0.0007579814,0.999242,0.0011899722,0.0062036784
5.5286904e-07,0.99999946,1.104039e-06,8.492349e-06
0.000112540714,0.99988747,0.0002116143,0.0011357595
6.696104e-05,0.99993306,0.00013084113,0.0007105131
0.00044860505,0.9995514,0.0006881874,0.003906935
0.00034831945,0.9996517,0.00046366258,0.003121714
0.011942333,0.9880577,0.0031218897,0.06474738
0.00011412034,0.9998859,0.00021323243,0.0011500806
1.2005238e-05,0.999988,2.3920122e-05,0.00014799183
2.9478882e-05,0.99997056,5.8027934e-05,0.00033695315
1.2638462e-05,0.99998736,2.5109648e-05,0.00015517237
4.6449048e-05,0.99995357,9.227708e-05,0.0005098503
0.003560689,0.9964393,0.0021771775,0.02362882
2.3640496e-06,0.9999976,4.724291e-06,3.3000782e-05
0.00052613596,0.99947387,0.0008415196,0.0044982824
0.0009297002,0.9990703,0.0012267194,0.007419181
0.00013125667,0.99986875,0.00025571417,0.0013044497
1.1331464e-05,0.9999886,2.2552895e-05,0.00014041632
1.09871535e-05,0.99998903,2.1811427e-05,0.00013641713
6.8587536e-07,0.9999993,1.3710808e-06,1.0439661e-05
0.0019525456,0.9980474,0.0009888342,0.014131864
1.8159463e-06,0.9999982,3.606684e-06,2.5782985e-05
2.5592348e-05,0.99997437,4.9277198e-05,0.00029621314
0.15196742,0.84803253,0.008153508,0.4261067
4.5433894e-06,0.99999547,9.0634185e-06,6.0411992e-05
0.00298806,0.99701196,0.0039028756,0.020353546
2.7055463e-05,0.99997294,5.388203e-05,0.00031160924
0.0011830584,0.99881697,0.0020131944,0.009155725
0.0012706084,0.9987294,0.002164192,0.009742521
3.2786863e-07,0.9999997,6.556425e-07,5.1834654e-06
2.7243195e-07,0.9999997,5.439658e-07,4.4062504e-06
1.9569864e-06,0.99999803,3.9093275e-06,2.767981e-05
7.469681e-06,0.99999255,1.4870958e-05,9.561759e-05
0.00028133806,0.9997186,0.00045992716,0.0025815507
