prob_class1_positive,prob_class2_negative,epistemic_uncertainty,aleatoric_uncertainty
6.264943e-05,0.99993736,0.00012465137,0.0006689509
9.3026174e-05,0.99990696,0.00018501321,0.00095655606
2.4342448e-06,0.99999756,4.857309e-06,3.389855e-05
9.269194e-05,0.9999073,0.00016654342,0.0009534295
7.2489524e-06,0.9999928,1.4460202e-05,9.299098e-05
1.980232e-05,0.9999802,3.9479404e-05,0.00023423198
1.2857735e-05,0.9999871,2.551586e-05,0.00015766274
4.238944e-05,0.9999576,8.121088e-05,0.00046917083
0.0005699029,0.9994301,0.0007243735,0.0048269075
0.0016725876,0.99832743,0.0016932568,0.01236465
3.71994e-05,0.9999628,7.406659e-05,0.00041658737
6.969463e-05,0.99993026,0.0001387639,0.0007367993
1.5118754e-05,0.99998486,3.0021145e-05,0.0001829412
0.0037967432,0.99620324,0.0011241552,0.0249511
1.6623559e-05,0.9999834,3.3078097e-05,0.00019955667
0.044698555,0.9553014,0.0047018523,0.18259919
5.067122e-05,0.99994934,6.418199e-05,0.0005517988
0.0038709845,0.996129,0.0020488994,0.025363913
0.0004964405,0.99950355,0.0008225769,0.0042732563
0.1318717,0.8681283,0.004470198,0.3899293
0.00013927922,0.9998607,0.00027164258,0.0013759407
6.7431116e-05,0.9999326,0.00013369597,0.00071503624
5.3132822e-05,0.99994683,9.827733e-05,0.0005761272
3.409652e-06,0.9999966,6.81477e-06,4.631124e-05
0.0037218016,0.9962782,0.001679963,0.024532903
0.0059291506,0.9940708,0.0012082995,0.03631549
4.3859687e-05,0.99995613,8.561953e-05,0.00048396873
0.00017705589,0.999823,0.00030781768,0.0017065939
7.4608615e-05,0.9999254,0.0001473284,0.0007836369
7.1958543e-06,0.9999927,1.4267334e-05,9.247509e-05
0.00068599946,0.999314,0.00082583516,0.0056829997
0.0026121233,0.9973878,0.00085656525,0.018144593
0.00014558031,0.9998544,0.0002847872,0.001431764
0.00036626696,0.9996337,0.000716581,0.003264152
0.00013754274,0.99986243,0.0002711705,0.0013605198
7.950581e-06,0.9999921,1.5875936e-05,0.000101275225
0.0009679419,0.9990321,0.001824062,0.0076852855
0.00041926303,0.9995808,0.0007621595,0.0036797153
0.0010574987,0.9989425,0.0005683263,0.0083027575
0.0017250146,0.998275,0.0029548544,0.01269896
4.007486e-05,0.9999599,7.618216e-05,0.0004458515
0.056198586,0.9438014,0.005389633,0.21637708
1.6200089e-06,0.9999984,3.2360133e-06,2.3199062e-05
8.016707e-06,0.999992,1.5655625e-05,0.00010204491
9.5680814e-05,0.99990433,0.00018780776,0.0009811283
3.401486e-05,0.99996597,6.764585e-05,0.00038399282
2.049555e-05,0.99997956,4.0595518e-05,0.00024168986
4.383697e-05,0.9999562,8.5426895e-05,0.00048370392
0.18764792,0.81235206,0.009152903,0.4827944
0.000115298804,0.9998847,0.00022761471,0.0011607864
0.00196763,0.9980324,0.0028902155,0.014225818
0.008217687,0.99178237,0.0014697685,0.04764071
