prob_class1_positive,prob_class2_negative,epistemic_uncertainty,aleatoric_uncertainty
2.1830178e-05,0.9999782,4.3289812e-05,0.00025609127
1.3438258e-06,0.9999986,2.6844525e-06,1.9529454e-05
1.5379692e-06,0.99999845,3.07348e-06,2.2125543e-05
0.00010923354,0.99989074,0.00021396713,0.0011056701
1.34857355e-05,0.99998647,2.6812828e-05,0.00016474756
1.3544812e-05,0.9999864,2.697646e-05,0.00016541044
3.798027e-05,0.99996203,7.431175e-05,0.0004245375
0.0009287162,0.99907124,0.0013627396,0.0074123433
0.0015459148,0.9984541,0.0019818854,0.011550076
5.307052e-05,0.99994695,0.0001044429,0.000575457
0.00010543962,0.9998945,0.00020910638,0.0010710345
3.774403e-08,0.99999994,7.5462054e-08,6.9587134e-07
1.08496764e-07,0.9999999,2.1690467e-07,1.849557e-06
7.126751e-06,0.9999929,1.4235029e-05,9.1546724e-05
0.00014164267,0.9998584,0.000277412,0.0013968666
0.00047598232,0.99952406,0.00080390385,0.004117146
1.9835801e-05,0.99998015,3.954214e-05,0.00023462065
0.0023992509,0.99760073,0.0029377146,0.016870093
3.8713884e-07,0.99999964,7.737611e-07,6.0636594e-06
0.00022428243,0.9997757,0.0004311096,0.0021088137
2.8116938e-06,0.9999972,5.593412e-06,3.8729726e-05
1.1016008e-05,0.99998903,2.1950193e-05,0.00013671772
0.00035306194,0.99964696,0.0006507914,0.0031594085
4.099966e-07,0.9999996,8.194687e-07,6.4372207e-06
0.00022244433,0.99977756,0.00042690831,0.002093352
3.46345e-05,0.99996537,6.90018e-05,0.0003903389
0.0004473231,0.99955267,0.0008639076,0.0038970811
1.8734498e-06,0.99999815,3.7334494e-06,2.6544318e-05
1.6188978e-06,0.9999984,3.2360963e-06,2.3185357e-05
2.7887697e-07,0.9999997,5.575479e-07,4.4971475e-06
4.7650232e-05,0.9999524,9.4180374e-05,0.00052181014
0.0001917477,0.99980825,0.00024045446,0.0018329516
0.0002968556,0.9997031,0.00058127666,0.0027079764
0.0003532606,0.9996467,0.00067383324,0.003161027
6.5864755e-05,0.99993414,0.00012922482,0.0006999907
2.1483809e-06,0.99999785,4.2738025e-06,3.017387e-05
1.6067348e-05,0.9999839,3.2040436e-05,0.0001934461
0.00031095167,0.99968904,0.00060401566,0.0028221053
2.5371728e-05,0.99997467,5.0487535e-05,0.00029380212
0.0017494371,0.9982506,0.0031075492,0.012854088
1.0587985e-05,0.9999894,2.1023485e-05,0.00013189332
5.3778062e-06,0.99999464,1.0737939e-05,7.0604576e-05
9.647378e-08,0.9999999,1.9291974e-07,1.6681312e-06
3.7339912e-06,0.99999624,7.4540253e-06,5.0412644e-05
7.421507e-05,0.99992573,0.0001459252,0.0007799319
8.94845e-05,0.9999105,0.00017609497,0.00092363695
0.00023611641,0.9997639,0.00045552352,0.0022079078
0.00011322892,0.99988675,0.0002034162,0.0011420416
0.004169315,0.9958307,0.0032956644,0.027008431
3.3793715e-06,0.9999966,6.74765e-06,4.5960187e-05
0.00047255392,0.99952745,0.000851777,0.0040909387
2.3490138e-05,0.99997646,4.6878897e-05,0.0002739133
6.916738e-06,0.9999931,1.3806547e-05,8.908581e-05
5.773001e-05,0.99994224,0.00011479144,0.00062117475
0.00022142923,0.99977857,0.00039763222,0.002084814
1.7840375e-08,1.0,3.567752e-08,3.1036504e-07
1.5536237e-07,0.9999998,3.1048444e-07,2.6048172e-06
0.00010195839,0.999898,0.00018206221,0.0010390623
3.4176426e-06,0.9999966,6.8033414e-06,4.6403835e-05
3.4688462e-06,0.99999654,6.9185553e-06,4.705633e-05
3.0384288e-07,0.9999997,6.0748965e-07,4.8478796e-06
1.7183593e-05,0.99998283,3.4197925e-05,0.00020568674
6.303499e-06,0.99999374,1.2552391e-05,8.172913e-05
8.354356e-05,0.9999165,0.00016303452,0.0008679785
0.00013295551,0.9998671,0.0002625352,0.0013195934
2.4743831e-05,0.99997526,4.9106813e-05,0.0002871818
7.0853707e-06,0.99999297,1.4112768e-05,9.103796e-05
9.105337e-06,0.99999094,1.8157632e-05,0.00011473232
2.5334103e-07,0.99999976,5.0658434e-07,4.0764885e-06
3.4002733e-05,0.99996597,6.753324e-05,0.00038388016
1.2306365e-06,0.99999875,2.4554788e-06,1.7988214e-05
