prob_class1_positive,prob_class2_negative,epistemic_uncertainty,aleatoric_uncertainty
2.1644246e-05,0.99997836,2.0124673e-05,0.00023398736
7.4006284e-06,0.9999926,5.207774e-06,8.96137e-05
0.0012104422,0.99878955,0.0003505228,0.008989457
0.025533708,0.97446626,0.0026423484,0.11621399
0.0011490216,0.998851,0.00048424583,0.008441641
0.00017154076,0.99982846,0.00012249092,0.0015364131
0.00069996587,0.99930006,0.00023056101,0.0055540185
0.000810113,0.9991899,0.0003230176,0.0062533976
0.060844682,0.93915534,0.0028869063,0.22639847
0.011500355,0.98849964,0.0016490072,0.06113839
0.00039503202,0.99960494,0.00012749131,0.003363176
3.9878623e-06,0.999996,4.6182467e-06,4.895328e-05
0.0012518838,0.9987481,0.0006466992,0.008970865
0.13679574,0.86320424,0.0071280003,0.39197594
0.002543854,0.99745613,0.0007597059,0.016978096
0.20617568,0.7938243,0.007889926,0.5009555
0.013599572,0.9864004,0.002219364,0.069734424
0.009412091,0.9905879,0.0011576824,0.052124556
0.005541189,0.9944588,0.0010764636,0.033238865
0.26461402,0.735386,0.0116404295,0.5661875
0.00076903024,0.999231,0.00018187193,0.0061010905
0.0004582361,0.99954176,0.00020153658,0.003779576
0.010482419,0.98951757,0.0012672171,0.05693953
0.0002936013,0.9997064,0.00019382802,0.0024876853
0.22595444,0.7740456,0.008710861,0.5256308
0.17487164,0.8251284,0.0077668726,0.45576045
0.0031255283,0.99687445,0.0006345827,0.020514598
0.054954592,0.9450454,0.0031164885,0.20973656
0.00035699335,0.999643,0.00014782138,0.0030428264
0.0038464812,0.99615353,0.0011156574,0.024112131
0.0022534279,0.9977466,0.00059710443,0.015389092
0.0045906906,0.9954093,0.001024371,0.02827078
0.00051041646,0.9994896,0.00014908984,0.0042302758
0.0021790538,0.997821,0.00050049927,0.015031278
0.001349804,0.9986502,0.00029262993,0.009975494
0.00047868455,0.9995213,0.0003166569,0.0038212023
0.00041972447,0.99958026,0.00018098112,0.0035024073
0.0014682541,0.99853176,0.0003293883,0.010716196
0.0128184995,0.9871815,0.0021287948,0.06645569
0.00075196626,0.999248,0.000208701,0.005951746
0.012655999,0.987344,0.0015872568,0.066290244
0.063321635,0.93667835,0.004851818,0.23115915
0.0028436244,0.9971564,0.00054341555,0.018967403
0.118138835,0.88186115,0.016815722,0.34638458
0.0030486097,0.9969514,0.0009496398,0.019755118
0.0003209181,0.9996791,0.00017042062,0.0027320085
0.0016637674,0.99833626,0.00047136936,0.01183689
0.011345209,0.9886548,0.0014449805,0.060650364
0.16388048,0.83611953,0.005685061,0.44036385
0.00021995626,0.99978006,9.613158e-05,0.001976275
0.0053105755,0.9946894,0.0012334771,0.031880077
0.1887432,0.81125677,0.007913679,0.47648183
0.00051995536,0.99948007,0.00020712567,0.0042444523
0.0053643747,0.99463564,0.00078700855,0.032607757
0.28591982,0.7140802,0.01186496,0.58659285
0.0019773855,0.9980226,0.00072915386,0.013557437
0.012484584,0.9875154,0.0013005435,0.065828994
0.015016513,0.9849835,0.0016994551,0.07625213
6.3464e-06,0.9999937,7.01088e-06,7.525842e-05
6.38543e-05,0.99993616,2.7115573e-05,0.0006534816
0.0069424035,0.9930576,0.001019802,0.040402923
0.0040047388,0.9959953,0.00095571764,0.025148237
0.018783282,0.9812167,0.0021682605,0.09109705
0.033197187,0.96680284,0.00220491,0.14348108
0.00055292406,0.99944705,0.00019976497,0.0045001255
0.005272701,0.9947273,0.0012159236,0.031699274
0.010882155,0.98911786,0.0015075542,0.058509365
0.00031360515,0.9996864,0.00013217842,0.0027113229
0.002429542,0.99757046,0.00061760657,0.016434954
0.0010022531,0.99899775,0.00042599393,0.0074968194
0.00017046962,0.99982953,6.994663e-05,0.001579665
0.00071017473,0.9992898,0.00025854958,0.005600154
0.12839867,0.87160134,0.01132977,0.37200147
0.00047283887,0.99952716,0.00013371045,0.003959433
0.0004892936,0.9995107,0.000206294,0.0040125446
0.19649708,0.8035029,0.0065905154,0.48891732
0.004248185,0.9957518,0.0007253159,0.026714308
0.00022912076,0.9997709,8.0969185e-05,0.0020684458
0.00045592323,0.9995441,0.00015570153,0.0038076125
0.0031004467,0.99689955,0.000647679,0.020356793
0.018172488,0.9818275,0.0020177737,0.088821135
0.046530396,0.95346963,0.0025277436,0.18564183
0.07113382,0.92886615,0.0044484735,0.25211352
0.0032098421,0.9967902,0.0009240061,0.020710083
0.008237545,0.99176246,0.0010342635,0.04670167
0.014796937,0.9852031,0.0019251406,0.07510621
0.0010080746,0.9989919,0.00021006819,0.007752943
0.0019638904,0.9980361,0.00053601526,0.013666559
0.17121874,0.82878125,0.0063317716,0.45148167
0.0023684897,0.9976315,0.00057926215,0.01610515
0.011177481,0.9888225,0.0013430938,0.060001656
0.026383432,0.97361654,0.0024855435,0.119451046
0.0015674067,0.9984326,0.00041771773,0.01127131
0.00054222316,0.9994578,0.000284601,0.004334903
0.0024865316,0.9975135,0.00053875335,0.016856078
0.00020075543,0.99979925,9.1813505e-05,0.0018180307
0.042881068,0.9571189,0.0052185357,0.17177612
0.007883473,0.9921165,0.0010271743,0.04500471
0.002559145,0.9974409,0.00058176555,0.01724727
0.07681488,0.9231851,0.00781706,0.2631034
3.742558e-05,0.99996257,2.5312416e-05,0.0003936033
0.0070606237,0.99293935,0.0009799786,0.04102852
0.004709695,0.9952903,0.0006853882,0.029248392
0.0069407355,0.9930593,0.0012406595,0.040173788
0.003544813,0.9964552,0.0009376202,0.02260169
5.9447757e-06,0.99999404,5.79263e-06,7.170119e-05
5.4005617e-05,0.999946,7.267075e-05,0.0005120115
0.00036071596,0.9996393,0.00019037304,0.0030298359
0.002540436,0.9974596,0.0005526636,0.017164689
0.0010526956,0.9989473,0.0002575852,0.008012241
0.0025479721,0.997452,0.00042273663,0.017339649
0.10539465,0.89460534,0.0061461926,0.33063087
0.00023630452,0.99976367,0.00013303151,0.0020765075
3.6631976e-05,0.99996334,3.624009e-05,0.00037459657
0.00016066799,0.9998393,5.8526406e-05,0.0015057776
0.0007628607,0.9992371,0.00021745032,0.0060212845
0.00027949997,0.9997205,0.00013739336,0.0024290646
0.0008140311,0.999186,0.00023966283,0.0063646464
0.004554811,0.9954452,0.0010704752,0.02803153
0.016333014,0.983667,0.0017685294,0.08163361
0.0006215107,0.9993785,0.00023029512,0.0049798447
0.0112497,0.9887503,0.0013459101,0.06032235
0.0010388457,0.99896115,0.0003231531,0.007851657
0.000889698,0.9991103,0.00026540365,0.0068737166
0.40581158,0.59418845,0.00896585,0.666332
0.00024599372,0.999754,0.00012000138,0.002170215
0.0018272393,0.99817276,0.0005876338,0.012758586
0.0042265574,0.99577343,0.00076207146,0.026559465
0.0007528859,0.99924713,0.00024477206,0.0059222626
0.00033888777,0.9996611,0.0001637761,0.002882738
0.006830105,0.9931699,0.0011320375,0.039732423
3.578111e-06,0.9999964,3.7315913e-06,4.471651e-05
0.0009334165,0.9990666,0.00034642452,0.0070986766
0.0026293697,0.9973706,0.00051975437,0.017727299
0.0022608996,0.9977391,0.00050426647,0.015527483
0.0039726137,0.9960274,0.0010585841,0.02486803
0.15076528,0.8492347,0.007941276,0.41609302
0.03186923,0.96813077,0.003978893,0.13720204
0.0012561114,0.9987439,0.00042308867,0.009222722
0.009709128,0.9902909,0.0014111288,0.05324949
0.045562964,0.954437,0.0039059073,0.18133146
0.041887414,0.9581126,0.002773136,0.1711236
0.39419624,0.6058037,0.009025633,0.66156256
0.11979205,0.88020796,0.004976511,0.36153394
0.019090688,0.9809093,0.0017689317,0.092709914
0.00056391855,0.9994361,0.00017316919,0.0046090405
0.00028256045,0.9997174,0.000114800176,0.0024767213
0.014119667,0.9858803,0.0014836788,0.07268827
0.005667893,0.99433213,0.00097110495,0.034000326
0.0038916774,0.9961083,0.0012133755,0.024265334
0.002325614,0.9976744,0.00057018176,0.015854698
0.08145788,0.91854215,0.0046626627,0.27765298
0.0108349025,0.98916507,0.0010529421,0.058750823
0.007983438,0.99201655,0.0015110113,0.04500357
0.0003619874,0.999638,0.0001835241,0.0030467417
0.29484254,0.70515746,0.0134631395,0.59296775
0.0042369566,0.99576306,0.00077746995,0.026600827
0.006250769,0.99374926,0.0006350428,0.03731909
0.00096842676,0.99903154,0.00024983846,0.007438873
0.04795582,0.9520442,0.004088402,0.1883633
0.0026280435,0.997372,0.0006779898,0.017561143
0.000533923,0.99946606,0.00021893205,0.0043381117
5.2922805e-05,0.9999471,4.0919578e-05,0.0005331216
0.0055480753,0.99445194,0.0007885136,0.033562522
0.0001160285,0.99988395,7.0125214e-05,0.0010973307
0.001788338,0.9982117,0.00046346802,0.012637114
0.00086513103,0.9991349,0.00028444873,0.0066817272
0.01740018,0.9825998,0.0016091466,0.08613171
8.547306e-05,0.9999145,4.3776992e-05,0.00084234483
0.0074011534,0.99259883,0.0012376979,0.042446956
0.006100276,0.9938997,0.0008543357,0.036335193
0.0005838978,0.9994161,0.00022254512,0.004708749
5.9568038e-06,0.99999404,6.7039146e-06,7.09226e-05
0.008894102,0.9911059,0.0013023727,0.049553253
0.010565294,0.9894347,0.0016314946,0.056951776
