MSE_mean,MSE_std,alpha_mean,alpha_std,avg_pred_std_mean,avg_pred_std_std,ce_mean,ce_std,empirical_coverage_mean,empirical_coverage_std,method,nll_mean,nll_std,spearman_err_unc_mean,spearman_err_unc_std
0.891438776254654,0.002706329400485457,0.05,0.0,0.9212811572243078,0.001846186766239232,0.00016035703293320968,1.8537291269880064e-05,0.9466374269005848,0.0007309941520467489,gp_exact,1.3578186545907664,0.0014982918614809837,0.033214812146983026,0.0036427767504910117
0.9819595456123352,0.03409802575713556,0.05,0.0,0.8204510752970104,0.01678015755380414,0.0014107738278444633,0.0005737906377976883,0.8925438596491228,0.012866327724381166,gp_nngp,1.4701825590248077,0.03388829588249904,0.024856929169274906,0.04193550719977922
1.1295503377914429,0.0,0.05,0.0,1.0815963837060865,0.0,0.00012578656680688134,0.0,0.9502923976608187,0.0,gp_svgp,1.4801520125351377,0.0,0.0,0.0
0.9546533107757569,0.053233875142261744,0.05,0.0,0.8016623879773347,0.020700161765410893,0.0021280671830648723,0.002019310556570928,0.89546783625731,0.013226752898460295,gp_nnsvgp,1.4331568167656348,0.0441459422960308,0.0248308067619513,0.014318910195974274
1.1295503070309354,0.0,0.05,0.0,1.081546277881459,0.0,0.00012578656680688134,0.0,0.9502923976608187,0.0,svgp_ensemble_uniform,1.4801504186829908,0.0,0.0,0.0
1.129559251985006,0.0,0.05,0.0,1.0808676368234205,0.0,0.00011794227283608688,0.0,0.9502923976608187,0.0,svgp_ensemble_precision,1.4801330609740326,2.220446049250313e-16,0.0,0.0
1.1295503070309354,0.0,0.05,0.0,1.081546277880918,0.0,0.00012578656680688134,0.0,0.9502923976608187,0.0,svgp_ensemble_mse,1.4801504186829733,2.220446049250313e-16,0.0,0.0
1.1296455001617176,2.220446049250313e-16,0.05,0.0,1.0628863709783443,0.0,9.684603809719262e-05,0.0,0.9488304093567251,0.0,svgp_ensemble_nll,1.4798904679367495,0.0,0.0,0.0
0.8278656604707745,0.01689317584028959,0.05,0.0,0.8474453875997281,0.005501240924070447,0.00043676686843815087,0.00014649900993527856,0.9255847953216374,0.0037814377650226758,nngp_ensemble_uniform,1.3363586061851631,0.015507932625331133,0.06705794849093791,0.02918495022185536
0.8280591921880314,0.01662596439856197,0.05,0.0,0.8453993460789906,0.005818598488106202,0.000436005950548886,0.0001415122675728193,0.9242690058479532,0.0037445170979139583,nngp_ensemble_precision,1.3368784176034012,0.015501146391570705,0.06663458295201984,0.02890610572439595
0.8296118427229484,0.017233918380621778,0.05,0.0,0.8442745104050244,0.005495179120848262,0.0004670133545364376,0.00014065140844181576,0.923391812865497,0.003409913388798418,nngp_ensemble_mse,1.3388277829223483,0.01684418829455497,0.06567854000349047,0.03172905410128179
0.8289583914872518,0.015846363087737216,0.05,0.0,0.8461572506732635,0.0047794627862254024,0.000426721042372011,0.00012057678969645675,0.9239766081871345,0.0037559159586740003,nngp_ensemble_nll,1.3377313184746407,0.015826390701601734,0.06590346724234294,0.03349287249085449
0.8753233116402244,0.02208851467959837,0.05,0.0,0.967094065823988,0.009589885768676587,0.0015393710885400619,0.0007811289847038694,0.9505847953216374,0.006161201025060079,nnsvgp_ensemble_uniform,1.352835063767378,0.014337181589394543,0.05409748896934763,0.03323931799410984
0.8740742641924178,0.021815965183395687,0.05,0.0,0.9660842580390445,0.009388652764582542,0.0015708893334701259,0.0007822768580663932,0.9507309941520468,0.006272935073954667,nnsvgp_ensemble_precision,1.3523852652448525,0.014411954725517019,0.052638433672750465,0.03440481032487087
0.87383396902835,0.0243640275920239,0.05,0.0,0.964360884648259,0.010657721190046503,0.001530338394719741,0.0008380440848291565,0.9489766081871347,0.006994662990588119,nnsvgp_ensemble_mse,1.3527255154111564,0.015264250622774289,0.05367648583578567,0.03178245865350548
0.8752282577868435,0.023678865714866652,0.05,0.0,0.9621249959546508,0.011612239670368478,0.0012949988885469018,0.0008131588735367529,0.9494152046783627,0.006140350877192991,nnsvgp_ensemble_nll,1.352799595505219,0.015687860740250595,0.05533634933750412,0.030344538397541806
