MSE_mean,MSE_std,alpha_mean,alpha_std,avg_pred_std_mean,avg_pred_std_std,ce_mean,ce_std,empirical_coverage_mean,empirical_coverage_std,method,nll_mean,nll_std,spearman_err_unc_mean,spearman_err_unc_std
0.8441674053668976,0.010081720792389252,0.05,0,0.6880055213642369,0.003413021,0.004678438,0.000801964,0.8371681415929203,0.008110753,gp_exact,1.5143235732451004,0.022859258,-0.004812304,0.048086684399533466
0.6728945374488831,0.045468222,0.05,0,0.46017448026189883,0.006269269,0.046494823,0.010588529386053805,0.7318584070796461,0.029364000040773542,gp_nngp,1.822561741899791,0.10206253177969404,0.12044007816278308,0.034815511
0.9107540607452392,0.027878085014622675,0.05,0,0.663979464,0.03245853,0.006666143,0.002464154,0.7999999999999999,0.017341520302889744,gp_svgp,1.5487046791494792,0.033087565,-0.061367642,0.054592014
0.9306238114833831,0.25421069941842955,0.05,0,0.5634030659954525,0.018541642113648133,0.050101374216338104,0.035341374,0.7539823008849558,0.064644185,gp_nnsvgp,1.8691603636782257,0.38934042535088187,0.004991654,0.09067335
0.9826977463212987,0.019108767,0.05,0,0.6669302243088354,0.016172021,0.005408916,0.000542091,0.8132743362831858,0.016999445,svgp_ensemble_uniform,1.5943936459608323,0.040235542,0.085015636,0.046317335453543274
0.989276004,0.019933577060242697,0.05,0,0.6629795630045165,0.014801466277219658,0.005556698,0.000545893,0.8070796460176991,0.016221507,svgp_ensemble_precision,1.6054530447133832,0.039997048,0.083393772,0.039888331387022136
0.8923945555550331,0.067580066,0.05,0,0.6164821383106057,0.030234850042410347,0.006541532,0.001873197,0.7911504424778761,0.021749036685742504,svgp_ensemble_mse,1.6155210426299367,0.10046822871180931,-0.010760862,0.086279246
0.8885876728629059,0.051885757,0.05,0,0.6525634296560165,0.01390492,0.004566559,0.001267498,0.8159292035398231,0.011053093802475013,svgp_ensemble_nll,1.5369218809783645,0.055129401,0.061322276931262465,0.081860317
0.8652566607699749,0.050874547,0.05,0,0.807991492,0.049619636,0.035782013,0.011856730969758207,0.8893805309734514,0.024154591263639256,nngp_ensemble_uniform,1.385513965084608,0.046320241,0.11067103599706554,0.093612115
0.8627954462418475,0.057254395,0.05,0,0.7874092727413515,0.040119487875660324,0.036837490880462974,0.010913135,0.8734513274336283,0.019408594866779916,nngp_ensemble_precision,1.3944314726913665,0.050115101734815856,0.11022938984629038,0.092769937
0.6492681050392025,0.058027030886097765,0.05,0,0.670250416,0.067609351,0.036935098,0.011153744489051032,0.8734513274336283,0.034513274,nngp_ensemble_mse,1.3246096281361062,0.096834633,0.080041919,0.043774172
0.6792663833925536,0.047368465,0.05,0,0.7394086200113322,0.053889374524676535,0.032162958,0.010041780872667213,0.8955752212389381,0.030088496,nngp_ensemble_nll,1.2840111008611763,0.061520440487680385,0.072110586,0.071194729
0.9753129106664444,0.072656438,0.05,0,0.6862180414500771,0.021913752,0.03590871,0.012140661048645553,0.8389380530973451,0.027928732456742485,nnsvgp_ensemble_uniform,1.5325895642441012,0.094771606,0.16757019761792838,0.077234993
0.9833525162928215,0.080256793,0.05,0,0.6759200820490372,0.021848371207443134,0.037041814,0.012407829323138652,0.8327433628318583,0.028387637,nnsvgp_ensemble_precision,1.5567038179564527,0.1045556219141949,0.16720091157095257,0.086721612
0.7413487188792522,0.094263935,0.05,0,0.6354607596742528,0.017788709,0.038229928,0.019380495,0.8389380530973451,0.026192298,nnsvgp_ensemble_mse,1.4278096966716065,0.10796310762544015,0.048608524,0.12193185738972961
0.7813591973983537,0.09467703,0.05,0,0.6639091610538219,0.035070593,0.027504723611048144,0.014494839677350334,0.8557522123893804,0.030922841,nnsvgp_ensemble_nll,1.4030203841769793,0.090128014,0.11141543016833437,0.1224284046017056
