MSE_mean,MSE_std,alpha_mean,alpha_std,avg_pred_std_mean,avg_pred_std_std,ce_mean,ce_std,empirical_coverage_mean,empirical_coverage_std,method,nll_mean,nll_std,spearman_err_unc_mean,spearman_err_unc_std
0.8800473396964023,0.012237899053109869,0.05,0.0,0.5612335031836455,0.010870972735893547,0.008265603243145514,0.0008799021204703121,0.7297931034482759,0.009848207175351011,nn_evd,2.801514344076969,0.20209260213848315,0.20848572167660895,0.008829079922215138
