Confidence_Cutoff,RMSE,MSE,N_Samples,Method
0.05,0.5264785835784705,0.2771796989667926,21,nn_evd
0.1,0.5656201695717189,0.31992617622634,42,nn_evd
0.15000000000000002,0.5159206334359342,0.2661741000049356,64,nn_evd
0.2,0.508339505676863,0.2584090530317975,84,nn_evd
0.25,0.5203339992245278,0.2707474707489909,105,nn_evd
0.3,0.5270907360903387,0.27782464407225516,126,nn_evd
0.35000000000000003,0.5158781193028419,0.26613023397543717,147,nn_evd
0.4,0.5160132100844701,0.2662696329816795,168,nn_evd
0.45,0.5265917398358168,0.2772988604633125,189,nn_evd
0.5,0.5325235148985442,0.2835812939199,210,nn_evd
0.55,0.5890739301712333,0.347008095207383,232,nn_evd
0.6000000000000001,0.5844412413411938,0.3415715645804355,253,nn_evd
0.6500000000000001,0.6159670909721525,0.3794154571606961,274,nn_evd
0.7000000000000001,0.6193440351358842,0.3835870338583994,294,nn_evd
0.7500000000000001,0.6195035265285124,0.3837846193812632,316,nn_evd
0.8,0.6349651168699864,0.4031806996417154,336,nn_evd
0.8500000000000001,0.6500373891531811,0.42254860729708427,358,nn_evd
0.9000000000000001,0.6623067605765858,0.43865024510545086,379,nn_evd
0.9500000000000001,0.6650283112445292,0.4422626547567504,399,nn_evd
1.0,0.6660929234740289,0.44367978270217856,420,nn_evd
0.05,0.5380212260665937,0.28946683969820075,21,nn_mc_dropout
0.1,0.6310776474119335,0.39825899706298074,42,nn_mc_dropout
0.15000000000000002,0.5841470244689864,0.34122774619597057,64,nn_mc_dropout
0.2,0.5476681998500837,0.2999404571270312,84,nn_mc_dropout
0.25,0.5541774980226948,0.3071126993146939,105,nn_mc_dropout
0.3,0.5306653915877205,0.2816057578289488,126,nn_mc_dropout
0.35000000000000003,0.5696602462360232,0.32451279614168654,147,nn_mc_dropout
0.4,0.5526707524546932,0.3054449606188368,168,nn_mc_dropout
0.45,0.5612674952251011,0.3150212011962589,189,nn_mc_dropout
0.5,0.6018987535320446,0.36228210950342893,210,nn_mc_dropout
0.55,0.598351723551947,0.3580247850775856,232,nn_mc_dropout
0.6000000000000001,0.6422580400880653,0.41249539005776287,253,nn_mc_dropout
0.6500000000000001,0.6398823109916264,0.4094493719199845,274,nn_mc_dropout
0.7000000000000001,0.6375388255913191,0.4064557541363585,294,nn_mc_dropout
0.7500000000000001,0.6318054136112282,0.3991780806684552,316,nn_mc_dropout
0.8,0.6374591615444458,0.40635418263694784,336,nn_mc_dropout
0.8500000000000001,0.6501327348625814,0.4226725729398995,358,nn_mc_dropout
0.9000000000000001,0.6543630538688394,0.4281910062685536,379,nn_mc_dropout
0.9500000000000001,0.6640172583264731,0.4409189193554061,399,nn_mc_dropout
1.0,0.6588078708933239,0.4340278107509946,420,nn_mc_dropout
0.05,0.3980425425764363,0.1584378657007141,21,nn_deep_ensemble
0.1,0.6929319566311364,0.480154696520655,42,nn_deep_ensemble
0.15000000000000002,0.6940874276653499,0.4817573572431023,64,nn_deep_ensemble
0.2,0.6547622247930478,0.4287135710159417,84,nn_deep_ensemble
0.25,0.6244968687534876,0.38999633908291076,105,nn_deep_ensemble
0.3,0.6353348311490379,0.4036503476711764,126,nn_deep_ensemble
0.35000000000000003,0.6531966306461466,0.42666583828747845,147,nn_deep_ensemble
0.4,0.6502119731737676,0.42277561005852415,168,nn_deep_ensemble
0.45,0.6350661988261356,0.40330907689147677,189,nn_deep_ensemble
0.5,0.6238197113002842,0.38915103220676994,210,nn_deep_ensemble
0.55,0.6362930090942835,0.404868793422258,232,nn_deep_ensemble
0.6000000000000001,0.646426557902205,0.4178672947612929,253,nn_deep_ensemble
0.6500000000000001,0.6313696562316782,0.39862764281010754,274,nn_deep_ensemble
0.7000000000000001,0.637830894250639,0.4068282496605698,294,nn_deep_ensemble
0.7500000000000001,0.6373413372800256,0.40620398020589144,316,nn_deep_ensemble
0.8,0.6425664127334237,0.4128915947731007,336,nn_deep_ensemble
0.8500000000000001,0.6540697970126235,0.42780729936413453,358,nn_deep_ensemble
0.9000000000000001,0.6513462972963742,0.4242519990016966,379,nn_deep_ensemble
0.9500000000000001,0.6476548256424006,0.4194567731778883,399,nn_deep_ensemble
1.0,0.6513637269019878,0.4242747047236474,420,nn_deep_ensemble
