Confidence_Cutoff,RMSE,MSE,N_Samples,Method
0.05,0.7917415894367192,0.6268547444437825,109,nn_evd
0.1,0.793800146214278,0.6301186721298091,218,nn_evd
0.15000000000000002,0.7780062456050638,0.6052937182004869,327,nn_evd
0.2,0.7458320153598132,0.5562653951356806,435,nn_evd
0.25,0.7633791682898304,0.5827477545788732,544,nn_evd
0.3,0.8062385563756377,0.6500206097866723,653,nn_evd
0.35000000000000003,0.8267628678122297,0.6835368395931024,762,nn_evd
0.4,0.8416859591914551,0.7084352539000397,870,nn_evd
0.45,0.8460456876695778,0.7157933056242887,979,nn_evd
0.5,0.8554553370603564,0.7318038337050479,1088,nn_evd
0.55,0.859338928700974,0.7384633943809376,1197,nn_evd
0.6000000000000001,0.8734205411246033,0.7628634416583949,1306,nn_evd
0.6500000000000001,0.8778132487287199,0.7705560996436694,1414,nn_evd
0.7000000000000001,0.8911986228632235,0.7942349853933061,1523,nn_evd
0.7500000000000001,0.9013778878260388,0.8124820966617309,1632,nn_evd
0.8,0.908685204192013,0.8257088003174805,1740,nn_evd
0.8500000000000001,0.9199133673751909,0.846240603475563,1849,nn_evd
0.9000000000000001,0.924218337376307,0.8541795351426251,1958,nn_evd
0.9500000000000001,0.9305703411482803,0.8659611598248267,2067,nn_evd
1.0,0.9437165123116932,0.8906008556097461,2175,nn_evd
0.05,0.6395269474763716,0.40899471654844577,109,nn_mc_dropout
0.1,0.7249591841716522,0.5255658187148274,218,nn_mc_dropout
0.15000000000000002,0.7274679982122139,0.5292096884228855,327,nn_mc_dropout
0.2,0.7588167839958538,0.5758029116738103,435,nn_mc_dropout
0.25,0.7761258492464098,0.6023713338684609,544,nn_mc_dropout
0.3,0.7788903930879919,0.6066702444447665,653,nn_mc_dropout
0.35000000000000003,0.8184336880052779,0.6698337016619206,762,nn_mc_dropout
0.4,0.8377454513640081,0.7018174412810857,870,nn_mc_dropout
0.45,0.8687142147724632,0.7546643869477374,979,nn_mc_dropout
0.5,0.8727830975244448,0.7617503353243645,1088,nn_mc_dropout
0.55,0.8781195705306876,0.7710939801489992,1197,nn_mc_dropout
0.6000000000000001,0.889385843612996,0.7910071788192006,1306,nn_mc_dropout
0.6500000000000001,0.9050239690518395,0.819068384558345,1414,nn_mc_dropout
0.7000000000000001,0.911099282202191,0.8301019020293479,1523,nn_mc_dropout
0.7500000000000001,0.915412075145697,0.8379792673225512,1632,nn_mc_dropout
0.8,0.9207946035138579,0.8478627018602428,1740,nn_mc_dropout
0.8500000000000001,0.9219136087240922,0.8499247019506787,1849,nn_mc_dropout
0.9000000000000001,0.924515762432985,0.8547293949870437,1958,nn_mc_dropout
0.9500000000000001,0.9358951017341969,0.8758996414500627,2067,nn_mc_dropout
1.0,0.9538874956034381,0.9099013542685992,2175,nn_mc_dropout
0.05,0.880126126404087,0.7746219983790631,109,nn_deep_ensemble
0.1,0.8886110872593189,0.789629664400189,218,nn_deep_ensemble
0.15000000000000002,0.8571186236498753,0.7346523350074566,327,nn_deep_ensemble
0.2,0.8912675399753897,0.7943578278137827,435,nn_deep_ensemble
0.25,0.8980388017645172,0.8064736894746498,544,nn_deep_ensemble
0.3,0.9046626584394034,0.8184145255746487,653,nn_deep_ensemble
0.35000000000000003,0.9166649256781157,0.8402745859684654,762,nn_deep_ensemble
0.4,0.9317446006085306,0.8681480007631501,870,nn_deep_ensemble
0.45,0.9582116972902508,0.9181696568238633,979,nn_deep_ensemble
0.5,0.9432024393513568,0.88963084159835,1088,nn_deep_ensemble
0.55,0.938325108071761,0.8804540084378818,1197,nn_deep_ensemble
0.6000000000000001,0.9391674189084428,0.8820354407391465,1306,nn_deep_ensemble
0.6500000000000001,0.9338841382834437,0.8721395837374103,1414,nn_deep_ensemble
0.7000000000000001,0.9348124140215763,0.873874249408847,1523,nn_deep_ensemble
0.7500000000000001,0.9388054678324096,0.8813557064320294,1632,nn_deep_ensemble
0.8,0.9383969033761768,0.8805887482659975,1740,nn_deep_ensemble
0.8500000000000001,0.9346857597341048,0.8736374694497208,1849,nn_deep_ensemble
0.9000000000000001,0.9288122188345297,0.8626921378563224,1958,nn_deep_ensemble
0.9500000000000001,0.9316407859233976,0.867954553995966,2067,nn_deep_ensemble
1.0,0.9338726049163669,0.8721180422132807,2175,nn_deep_ensemble
