Confidence_Cutoff,RMSE,MSE,N_Samples,Method
0.05,0.9158445102333949,0.8387711669246469,21,nn_evd
0.1,0.7541563890011209,0.5687518590712101,42,nn_evd
0.15000000000000002,0.6764519785692812,0.4575872793102952,64,nn_evd
0.2,0.7069908480687848,0.49983605925301944,84,nn_evd
0.25,0.6881530892252687,0.47355467421028064,105,nn_evd
0.3,0.6583467377609954,0.4334204271205448,126,nn_evd
0.35000000000000003,0.68138936251092,0.4642914633430379,147,nn_evd
0.4,0.7148663905160106,0.5110339562893894,168,nn_evd
0.45,0.7001451465361136,0.49020322621807594,189,nn_evd
0.5,0.7172818451734859,0.5144932454154807,210,nn_evd
0.55,0.7002634505220344,0.4903689001370257,232,nn_evd
0.6000000000000001,0.705551096944689,0.497802350399854,253,nn_evd
0.6500000000000001,0.7099228663362165,0.5039904761470295,274,nn_evd
0.7000000000000001,0.7087674379280103,0.502351281067036,294,nn_evd
0.7500000000000001,0.7165885617073696,0.5134991667698366,316,nn_evd
0.8,0.7194746527412419,0.5176437759371306,336,nn_evd
0.8500000000000001,0.7523991243560776,0.5661044423317922,358,nn_evd
0.9000000000000001,0.7526392359632208,0.5664658195113008,379,nn_evd
0.9500000000000001,0.7701068364302941,0.5930645395166757,399,nn_evd
1.0,0.7666535021723292,0.5877575923930975,420,nn_evd
0.05,0.5048794615659924,0.25490327071116636,21,nn_mc_dropout
0.1,0.7293754066728845,0.5319884838592356,42,nn_mc_dropout
0.15000000000000002,0.6758285305472908,0.45674420270171034,64,nn_mc_dropout
0.2,0.6658424135369502,0.443346119664711,84,nn_mc_dropout
0.25,0.6795040149734103,0.4617257063649846,105,nn_mc_dropout
0.3,0.6862947229373325,0.47100044673163005,126,nn_mc_dropout
0.35000000000000003,0.687647371919105,0.47285890810725184,147,nn_mc_dropout
0.4,0.747671021179771,0.5590119559120016,168,nn_mc_dropout
0.45,0.7488628715169315,0.5607956003365843,189,nn_mc_dropout
0.5,0.749586717378652,0.5618802468705031,210,nn_mc_dropout
0.55,0.741634844538723,0.5500222426339758,232,nn_mc_dropout
0.6000000000000001,0.7269588764545062,0.528469208055998,253,nn_mc_dropout
0.6500000000000001,0.720449300834723,0.5190471950732413,274,nn_mc_dropout
0.7000000000000001,0.7174787882178556,0.5147758115425625,294,nn_mc_dropout
0.7500000000000001,0.710132089704146,0.5042875848275772,316,nn_mc_dropout
0.8,0.7135480183110919,0.5091507744356865,336,nn_mc_dropout
0.8500000000000001,0.7171842018965635,0.5143531794500108,358,nn_mc_dropout
0.9000000000000001,0.7263832699385148,0.5276326548465692,379,nn_mc_dropout
0.9500000000000001,0.7236018113201161,0.523599581345753,399,nn_mc_dropout
1.0,0.7552101839208005,0.5703424218976894,420,nn_mc_dropout
0.05,0.7764117822192814,0.6028152555689209,21,nn_deep_ensemble
0.1,0.6628206841942947,0.439331259395793,42,nn_deep_ensemble
0.15000000000000002,0.6205065861909697,0.3850284235063713,64,nn_deep_ensemble
0.2,0.6530304572637117,0.42644877811405235,84,nn_deep_ensemble
0.25,0.6525168492617174,0.42577823857043884,105,nn_deep_ensemble
0.3,0.6456978324763638,0.41692569086467435,126,nn_deep_ensemble
0.35000000000000003,0.6400733622392191,0.4096939090482186,147,nn_deep_ensemble
0.4,0.6507729207955877,0.4235053944408202,168,nn_deep_ensemble
0.45,0.6591254003391253,0.4344462933722122,189,nn_deep_ensemble
0.5,0.6660282604411703,0.44359364370629134,210,nn_deep_ensemble
0.55,0.6730466548294964,0.4529917995771754,232,nn_deep_ensemble
0.6000000000000001,0.6988600973381269,0.4884054356514562,253,nn_deep_ensemble
0.6500000000000001,0.6992808209617936,0.48899366656499993,274,nn_deep_ensemble
0.7000000000000001,0.6962031977133284,0.4846988925062638,294,nn_deep_ensemble
0.7500000000000001,0.7191604821467725,0.5171917990815783,316,nn_deep_ensemble
0.8,0.7124954804482221,0.5076498096591427,336,nn_deep_ensemble
0.8500000000000001,0.7197772427350575,0.5180792791592819,358,nn_deep_ensemble
0.9000000000000001,0.728911850575568,0.5313124859094991,379,nn_deep_ensemble
0.9500000000000001,0.7217409450894418,0.5209099918186006,399,nn_deep_ensemble
1.0,0.7377610580799675,0.5442913788192733,420,nn_deep_ensemble
