Confidence_Cutoff,RMSE,MSE,N_Samples,Method
0.05,1.0496421088432688,1.1017485566569447,6,gp_exact
0.1,1.0781746341816691,1.162460541792776,12,gp_exact
0.15000000000000002,1.1080144408687997,1.2276960011737987,17,gp_exact
0.2,1.0351614206345112,1.0715591667700592,23,gp_exact
0.25,0.9717420591043348,0.9442826294323323,29,gp_exact
0.3,0.9839360118171692,0.9681300753506764,34,gp_exact
0.35000000000000003,1.0748902027449483,1.155388947957076,40,gp_exact
0.4,1.017712206243762,1.0357381347375456,46,gp_exact
0.45,0.9911353292244603,0.9823492408368794,51,gp_exact
0.5,0.9600164051059776,0.9216314980726046,57,gp_exact
0.55,0.9284208474519915,0.8619652699834741,63,gp_exact
0.6000000000000001,0.9272060920926045,0.8597111372136395,68,gp_exact
0.6500000000000001,0.9382542905453298,0.8803211137267202,74,gp_exact
0.7000000000000001,0.9315277101622357,0.8677438748000981,80,gp_exact
0.7500000000000001,0.9328233910025298,0.8701594788014585,85,gp_exact
0.8,0.936588358748994,0.8771977537441343,91,gp_exact
0.8500000000000001,0.9508922778424398,0.9041961240603836,97,gp_exact
0.9000000000000001,0.9345221276957165,0.873331607152929,102,gp_exact
0.9500000000000001,0.9449770454892651,0.8929816165016206,108,gp_exact
1.0,0.9307280122653092,0.8662546328153335,113,gp_exact
0.05,0.798001772620092,0.6368068291048089,6,gp_nngp
0.1,0.7912754735811144,0.6261168750910169,12,gp_nngp
0.15000000000000002,0.7910978630745228,0.6258358289610765,17,gp_nngp
0.2,0.7349035181807088,0.5400831810343834,23,gp_nngp
0.25,0.721609693883087,0.5207205503060426,29,gp_nngp
0.3,0.719461129672745,0.5176243171099824,34,gp_nngp
0.35000000000000003,0.7252808657805997,0.5260323342674562,40,gp_nngp
0.4,0.7383395599101291,0.5451453057282831,46,gp_nngp
0.45,0.7439153745311458,0.5534100844638149,51,gp_nngp
0.5,0.7451673570281812,0.5552743899803648,57,gp_nngp
0.55,0.7379665004432504,0.5445945557764579,63,gp_nngp
0.6000000000000001,0.7288376885185235,0.5312043762050243,68,gp_nngp
0.6500000000000001,0.7890312023034195,0.6225702382083798,74,gp_nngp
0.7000000000000001,0.7762836767690611,0.6026163468180921,80,gp_nngp
0.7500000000000001,0.7736881597435604,0.5985933685273771,85,gp_nngp
0.8,0.7682017770456546,0.5901339702561016,91,gp_nngp
0.8500000000000001,0.7704428357126991,0.5935821631010251,97,gp_nngp
0.9000000000000001,0.8036119072410088,0.6457920974595318,102,gp_nngp
0.9500000000000001,0.7957168028461735,0.6331652303317362,108,gp_nngp
1.0,0.8214123153099467,0.6747181917428474,113,gp_nngp
0.05,1.148891474132216,1.3199516193336962,6,gp_svgp
0.1,1.0809252186431175,1.1683993282986715,12,gp_svgp
0.15000000000000002,0.9373650701687148,0.8786532747723996,17,gp_svgp
0.2,0.9920875669706778,0.984237740537799,23,gp_svgp
0.25,1.0522412490433426,1.1072116461882937,29,gp_svgp
0.3,1.0492494978097557,1.1009245086540247,34,gp_svgp
0.35000000000000003,1.0630300378499276,1.1300328613712183,40,gp_svgp
0.4,1.029641120925521,1.0601608379007634,46,gp_svgp
0.45,0.9847830129438785,0.9697975825828232,51,gp_svgp
0.5,1.0283415758701226,1.0574863966630472,57,gp_svgp
0.55,0.9856264903064537,0.9714595783938178,63,gp_svgp
0.6000000000000001,0.9651248027173521,0.9314658848202079,68,gp_svgp
0.6500000000000001,0.9475051677296535,0.897766042874399,74,gp_svgp
0.7000000000000001,0.982989633293581,0.9662686191626488,80,gp_svgp
0.7500000000000001,0.9763941204503004,0.9533454784499158,85,gp_svgp
0.8,0.9743251210263332,0.9493094414629788,91,gp_svgp
0.8500000000000001,0.979049130965123,0.9585372008435626,97,gp_svgp
0.9000000000000001,0.9786414964563418,0.957739178586308,102,gp_svgp
0.9500000000000001,0.9714907996063352,0.9437943737197566,108,gp_svgp
1.0,0.9546528390692524,0.9113620431429839,113,gp_svgp
0.05,1.4888139201075974,2.2165668887061516,6,gp_nnsvgp
0.1,1.1798636349342875,1.3920781970403497,12,gp_nnsvgp
0.15000000000000002,1.1711015497256376,1.3714788397697901,17,gp_nnsvgp
0.2,1.1189002813226898,1.2519378395439944,23,gp_nnsvgp
0.25,1.1882972908349676,1.4120504514057235,29,gp_nnsvgp
0.3,1.2209525256410108,1.4907250698691632,34,gp_nnsvgp
0.35000000000000003,1.2165284537641787,1.4799414788178633,40,gp_nnsvgp
0.4,1.1876158275784714,1.4104313539148976,46,gp_nnsvgp
0.45,1.1402468232596512,1.3001628179537261,51,gp_nnsvgp
0.5,1.108953430170128,1.2297777102860932,57,gp_nnsvgp
0.55,1.0971214513137233,1.2036754789327306,63,gp_nnsvgp
0.6000000000000001,1.0954818782130589,1.200080545493211,68,gp_nnsvgp
0.6500000000000001,1.062779357437575,1.1294999625954247,74,gp_nnsvgp
0.7000000000000001,1.0401329803890849,1.0818766168930802,80,gp_nnsvgp
0.7500000000000001,1.0223628489744006,1.045225794963053,85,gp_nnsvgp
0.8,1.0072060084014884,1.0144639433600593,91,gp_nnsvgp
0.8500000000000001,1.0137559224579065,1.0277010703184808,97,gp_nnsvgp
0.9000000000000001,1.0351694022606488,1.071575691376669,102,gp_nnsvgp
0.9500000000000001,1.0197581531401365,1.0399066908957821,108,gp_nnsvgp
1.0,1.017538899837458,1.0353854126824242,113,gp_nnsvgp
0.05,0.9636109107413736,0.9285459872998195,6,svgp_ensemble_uniform
0.1,1.1371979227717726,1.2932191155564343,12,svgp_ensemble_uniform
