Confidence_Cutoff,AUC,Brier_Score,N_Samples,Method
0.05,0.33333333333333326,0.5744872499421775,40,nn_evd
0.1,0.43382352941176466,0.5671019990549537,79,nn_evd
0.15000000000000002,0.386792452830188,0.5122810952932061,118,nn_evd
0.2,0.4446680080482892,0.5231931252215509,157,nn_evd
0.25,0.35876623376623307,0.46960670467966426,196,nn_evd
0.3,0.37206572769953006,0.4552875796383794,235,nn_evd
0.35000000000000003,0.3879928315412184,0.4489067598478452,275,nn_evd
0.4,0.340007852375345,0.41641249044896816,314,nn_evd
0.45,0.36624605678233657,0.41409635278079765,353,nn_evd
0.5,0.3893506493506518,0.41285354055366674,392,nn_evd
0.55,0.4075757575757599,0.3766043158738456,431,nn_evd
0.6000000000000001,0.4243651085756373,0.3783946821385088,470,nn_evd
0.6500000000000001,0.439766635130876,0.37880107283967146,509,nn_evd
0.7000000000000001,0.4112598196101276,0.36087650595055276,549,nn_evd
0.7500000000000001,0.3874458874458881,0.34498623638180903,588,nn_evd
0.8,0.4466030195381878,0.31516491245912653,627,nn_evd
0.8500000000000001,0.4651689821657295,0.29702930940900796,666,nn_evd
0.9000000000000001,0.5078529657477011,0.2957230947843842,705,nn_evd
0.9500000000000001,0.5811836115326238,0.2997750255127022,744,nn_evd
1.0,0.629091300602927,0.30725431633701183,783,nn_evd
0.05,0.6153846153846152,0.3635770231982808,40,nn_mc_dropout
0.1,0.6466666666666667,0.3726998970966966,79,nn_mc_dropout
0.15000000000000002,0.5092592592592586,0.38229237987233505,118,nn_mc_dropout
0.2,0.4553571428571422,0.38896647912370896,157,nn_mc_dropout
0.25,0.39431818181818123,0.38761308175651077,196,nn_mc_dropout
0.3,0.389523809523809,0.3466085864866871,235,nn_mc_dropout
0.35000000000000003,0.44889663182346073,0.38799879674178606,275,nn_mc_dropout
0.4,0.4174028268551254,0.3864365543714933,314,nn_mc_dropout
0.45,0.37547892720306764,0.3859716591051501,353,nn_mc_dropout
0.5,0.37777777777778043,0.36095909479102023,392,nn_mc_dropout
0.55,0.41071428571428814,0.3623942595195254,431,nn_mc_dropout
0.6000000000000001,0.5093653391525752,0.40643236431633734,470,nn_mc_dropout
0.6500000000000001,0.47146944958761383,0.3879245153038055,509,nn_mc_dropout
0.7000000000000001,0.4415195460277453,0.37246021308989474,549,nn_mc_dropout
0.7500000000000001,0.4096226966949409,0.35510759664239666,588,nn_mc_dropout
0.8,0.42500636618283627,0.35732690780359416,627,nn_mc_dropout
0.8500000000000001,0.47089614740368424,0.35049646471014667,666,nn_mc_dropout
0.9000000000000001,0.5101250220109164,0.32381659011331043,705,nn_mc_dropout
0.9500000000000001,0.5861570247933873,0.31064651135435856,744,nn_mc_dropout
1.0,0.6505167958656317,0.2982874218024254,783,nn_mc_dropout
0.05,0.7499999999999999,0.4104642518721561,40,nn_deep_ensemble
0.1,0.8507462686567164,0.2495519667520234,79,nn_deep_ensemble
0.15000000000000002,0.8798076923076921,0.2999461367117604,118,nn_deep_ensemble
0.2,0.5809523809523807,0.3231483178780659,157,nn_deep_ensemble
0.25,0.5539772727272724,0.33614966079319575,196,nn_deep_ensemble
0.3,0.5511904761904758,0.2979406193818269,235,nn_deep_ensemble
0.35000000000000003,0.5526315789473681,0.2651433954227421,275,nn_deep_ensemble
0.4,0.5528169014084512,0.23885076669567987,314,nn_deep_ensemble
0.45,0.48062500000000175,0.25822901731453735,353,nn_deep_ensemble
0.5,0.43060643060643344,0.3076376796383349,392,nn_deep_ensemble
0.55,0.4293078055964682,0.28671225470521783,431,nn_deep_ensemble
0.6000000000000001,0.46539379474940645,0.34714864114169175,470,nn_deep_ensemble
0.6500000000000001,0.4354066985645963,0.3495749385016513,509,nn_deep_ensemble
0.7000000000000001,0.41186252771618903,0.33250121816456596,549,nn_deep_ensemble
0.7500000000000001,0.4303717706364217,0.33572754045883935,588,nn_deep_ensemble
0.8,0.44544462629568937,0.3392998469753819,627,nn_deep_ensemble
0.8500000000000001,0.49702079820123535,0.3604389627531172,666,nn_deep_ensemble
0.9000000000000001,0.5576854810081631,0.3914423719248192,705,nn_deep_ensemble
0.9500000000000001,0.5509196592085338,0.39221794602270793,744,nn_deep_ensemble
1.0,0.6656976744186032,0.3687891041231663,783,nn_deep_ensemble
