Confidence_Cutoff,AUC,Brier_Score,N_Samples,Task,Method
0.05,0.8303030303030304,0.1536308058918317,40,Task_0,nn_evd
0.1,0.8149253731343284,0.1240111019079835,79,Task_0,nn_evd
0.15000000000000002,0.8497474747474747,0.23938632913361135,118,Task_0,nn_evd
0.2,0.8249158249158247,0.23280486142497178,157,Task_0,nn_evd
0.25,0.8031189083820658,0.20172239964964322,196,Task_0,nn_evd
0.3,0.7783094098883565,0.18546283204427075,236,Task_0,nn_evd
0.35000000000000003,0.8033333333333327,0.230764486283285,275,Task_0,nn_evd
0.4,0.8004278074866304,0.27165806661716285,314,Task_0,nn_evd
0.45,0.7834008097165983,0.30145681575128674,353,Task_0,nn_evd
0.5,0.7832674571804997,0.31822548587062427,392,Task_0,nn_evd
0.55,0.7529904306220085,0.30529184327419157,432,Task_0,nn_evd
0.6000000000000001,0.7506067961165038,0.30380849181350245,471,Task_0,nn_evd
0.6500000000000001,0.7467733608673197,0.30260036164539644,510,Task_0,nn_evd
0.7000000000000001,0.7255136168179637,0.29318276543917615,549,Task_0,nn_evd
0.7500000000000001,0.7057913351016799,0.28270065387585747,589,Task_0,nn_evd
0.8,0.6900330851943767,0.2745367355939055,628,Task_0,nn_evd
0.8500000000000001,0.6881518955717961,0.2629972759682604,667,Task_0,nn_evd
0.9000000000000001,0.6869446343130575,0.2693056176981668,706,Task_0,nn_evd
0.9500000000000001,0.6850574712643704,0.27649522321932424,745,Task_0,nn_evd
1.0,0.6724880027704973,0.2732875309797139,784,Task_0,nn_evd
0.05,0.09722222222222204,0.31499714707594506,40,Task_1,nn_evd
0.1,0.37499999999999983,0.33462110669814354,79,Task_1,nn_evd
0.15000000000000002,0.35257731958762867,0.3023076241015978,118,Task_1,nn_evd
0.2,0.257142857142857,0.23856586229365334,157,Task_1,nn_evd
0.25,0.47499999999999987,0.24765979606481114,196,Task_1,nn_evd
0.3,0.5090909090909089,0.2628986788462841,236,Task_1,nn_evd
0.35000000000000003,0.453711790393013,0.23613171538789057,275,Task_1,nn_evd
0.4,0.5733740967204001,0.2425272665653228,314,Task_1,nn_evd
0.45,0.6010584164461632,0.26966020451769174,353,Task_1,nn_evd
0.5,0.6017158884672495,0.25962255183543415,392,Task_1,nn_evd
0.55,0.6208648085438915,0.24959744459283292,432,Task_1,nn_evd
0.6000000000000001,0.6403174603174603,0.22860174962815363,471,Task_1,nn_evd
0.6500000000000001,0.6620947630922692,0.21156472271534543,510,Task_1,nn_evd
0.7000000000000001,0.6858206775700936,0.22815263022586899,549,Task_1,nn_evd
0.7500000000000001,0.7322544642857146,0.23304660726708945,589,Task_1,nn_evd
0.8,0.7341281522912377,0.23801776732339247,628,Task_1,nn_evd
0.8500000000000001,0.7480689486950162,0.24452670517489147,667,Task_1,nn_evd
0.9000000000000001,0.7580127652233916,0.25254191930047065,706,Task_1,nn_evd
0.9500000000000001,0.7532560158769539,0.2480425394957358,745,Task_1,nn_evd
