Confidence_Cutoff,AUC,Brier_Score,N_Samples,Method
0.05,,8.338874781534943e-05,40,gp_exact
0.1,,0.0008250556821096399,79,gp_exact
0.15000000000000002,0.8130841121495325,0.15204402969751182,118,gp_exact
0.2,0.8700729927007297,0.22011154178893777,157,gp_exact
0.25,0.8385460693152996,0.18089287664630468,196,gp_exact
0.3,0.8428506167199631,0.20797578494210306,235,gp_exact
0.35000000000000003,0.8306277056277054,0.19872532770193208,275,gp_exact
0.4,0.8067226890756304,0.21066461307516685,314,gp_exact
0.45,0.7891118543292465,0.21961273478734045,353,gp_exact
0.5,0.7815694032311258,0.23202248329381378,392,gp_exact
0.55,0.775985663082439,0.24158287340057039,431,gp_exact
0.6000000000000001,0.7711219777234465,0.2493685016129407,470,gp_exact
0.6500000000000001,0.7277222401375923,0.25170461370320946,509,gp_exact
0.7000000000000001,0.6974789915966414,0.24562969629116102,549,gp_exact
0.7500000000000001,0.6914509803921589,0.24626600720424485,588,gp_exact
0.8,0.696087751371116,0.2489343104211726,627,gp_exact
0.8500000000000001,0.6822846943328871,0.2465931291266854,666,gp_exact
0.9000000000000001,0.6880019177753799,0.2470309248494373,705,gp_exact
0.9500000000000001,0.692943708234227,0.247269238242161,744,gp_exact
1.0,0.6971360895779487,0.24741871467466092,783,gp_exact
0.05,1.0,4.7589924207069946e-05,40,gp_nngp
0.1,0.9476923076923077,0.12762106827361738,79,gp_nngp
0.15000000000000002,0.9116666666666665,0.0965039642665204,118,gp_nngp
0.2,0.9058201058201056,0.07776359054361795,157,gp_nngp
0.25,0.8822254335260113,0.12280147501624834,196,gp_nngp
0.3,0.8882926829268291,0.10151422401313587,235,gp_nngp
0.35000000000000003,0.8741803278688524,0.09350449060748396,275,gp_nngp
0.4,0.8646428571428576,0.08749813478057944,314,gp_nngp
0.45,0.8609119587037574,0.11414903047963128,353,gp_nngp
0.5,0.8816522574447653,0.14283773995801172,392,gp_nngp
0.55,0.8624671916010508,0.13977120819502695,431,gp_nngp
0.6000000000000001,0.8506024096385552,0.15026332673433399,470,gp_nngp
0.6500000000000001,0.8411764705882364,0.15719795141743803,509,gp_nngp
0.7000000000000001,0.8312757201646104,0.1548384875508969,549,gp_nngp
0.7500000000000001,0.8311175337186908,0.16000389010536875,588,gp_nngp
0.8,0.8356695968955419,0.1695411942922119,627,gp_nngp
0.8500000000000001,0.8194609886837405,0.16952983097542418,666,gp_nngp
0.9000000000000001,0.8039284216412692,0.17038010492792746,705,gp_nngp
0.9500000000000001,0.7968114837398369,0.17394505662892207,744,gp_nngp
1.0,0.8016795865633068,0.18129923461851988,783,gp_nngp
0.05,,2.4738596965252492e-05,40,svgp_ensemble_uniform
0.1,0.8648648648648648,0.3645473963899902,79,svgp_ensemble_uniform
0.15000000000000002,0.5981308411214946,0.28529915184885835,118,svgp_ensemble_uniform
0.2,0.6760563380281684,0.36679563888986033,157,svgp_ensemble_uniform
0.25,0.5363128491620104,0.31643280110826544,196,svgp_ensemble_uniform
0.3,0.6043613707165103,0.35974040183422307,235,svgp_ensemble_uniform
0.35000000000000003,0.5152722443559093,0.3254669109919774,275,svgp_ensemble_uniform
0.4,0.5792253521126772,0.3551078527696916,314,svgp_ensemble_uniform
0.45,0.518927444794955,0.33181103175824583,353,svgp_ensemble_uniform
0.5,0.5249920407513557,0.33363086855710145,392,svgp_ensemble_uniform
0.55,0.4783870031911841,0.3146562483698051,431,svgp_ensemble_uniform
0.6000000000000001,0.44256575415996074,0.29925847753304874,470,svgp_ensemble_uniform
0.6500000000000001,0.46022222222222586,0.3005965284312377,509,svgp_ensemble_uniform
0.7000000000000001,0.4726526040694452,0.3009814479737101,549,svgp_ensemble_uniform
0.7500000000000001,0.48643039591315607,0.30146981691611185,588,svgp_ensemble_uniform
0.8,0.4534226190476186,0.2883924190422723,627,svgp_ensemble_uniform
0.8500000000000001,0.5078162578162565,0.3003400691638787,666,svgp_ensemble_uniform
0.9000000000000001,0.478039393253337,0.28942361889492324,705,svgp_ensemble_uniform
0.9500000000000001,0.4904618473895555,0.2895538334278128,744,svgp_ensemble_uniform
1.0,0.7059646856158468,0.34332407423777717,783,svgp_ensemble_uniform
0.05,,1.1342984350052828e-05,40,svgp_ensemble_mse
0.1,0.8947368421052632,0.22204677320937524,79,svgp_ensemble_mse
0.15000000000000002,0.6818181818181813,0.2817393234483452,118,svgp_ensemble_mse
0.2,0.6413793103448266,0.30553399396173664,157,svgp_ensemble_mse
0.25,0.6876404494382017,0.36751584985399116,196,svgp_ensemble_mse
0.3,0.6330203442879492,0.36571570551597776,235,svgp_ensemble_mse
0.35000000000000003,0.5436827956989241,0.3324418462942808,275,svgp_ensemble_mse
0.4,0.5510204081632664,0.3358555916318173,314,svgp_ensemble_mse
0.45,0.5526527331189732,0.3387302858239561,353,svgp_ensemble_mse
0.5,0.5497752087347489,0.3378035554634254,392,svgp_ensemble_mse
0.55,0.5005847953216409,0.3185104515358335,431,svgp_ensemble_mse
0.6000000000000001,0.45616839861444564,0.3000054753858506,470,svgp_ensemble_mse
0.6500000000000001,0.42177876324218183,0.2849226840208984,509,svgp_ensemble_mse
0.7000000000000001,0.3890024994319512,0.2699291746345255,549,svgp_ensemble_mse
0.7500000000000001,0.47068008327550453,0.2873483018830204,588,svgp_ensemble_mse
0.8,0.48437499999999944,0.28794764913393117,627,svgp_ensemble_mse
0.8500000000000001,0.4920246977103147,0.2874742756785218,666,svgp_ensemble_mse
0.9000000000000001,0.5007923930269389,0.2882608025137015,705,svgp_ensemble_mse
