Confidence_Cutoff,AUC,Brier_Score,N_Samples,Task,Method
0.05,,1.3276001276020984e-07,40,Task_0,gp_exact
0.1,0.8356164383561644,0.47614607112867074,79,Task_0,gp_exact
0.15000000000000002,0.5495495495495486,0.37441067506774567,118,Task_0,gp_exact
0.2,0.5416666666666659,0.3794414935856148,157,Task_0,gp_exact
0.25,0.43820224719101053,0.33117311646233527,196,Task_0,gp_exact
0.3,0.47924528301886743,0.33960138616769203,235,Task_0,gp_exact
0.35000000000000003,0.49455782312925123,0.3458672334418197,275,Task_0,gp_exact
0.4,0.5557553956834542,0.37769795425444475,314,Task_0,gp_exact
0.45,0.5441229010360862,0.3764965435618332,353,Task_0,gp_exact
0.5,0.531034482758623,0.37198189636228685,392,Task_0,gp_exact
0.55,0.48250652741514655,0.35077662744094956,431,Task_0,gp_exact
0.6000000000000001,0.44210526315789817,0.3320139708090518,470,Task_0,gp_exact
0.6500000000000001,0.4593618302227609,0.33085071133833777,509,Task_0,gp_exact
0.7000000000000001,0.4246753246753284,0.3148419074415842,549,Task_0,gp_exact
0.7500000000000001,0.441539923954374,0.31410105656374615,588,Task_0,gp_exact
0.8,0.49323979591836714,0.3246380715504257,627,Task_0,gp_exact
0.8500000000000001,0.4963087248322136,0.32264130052813517,666,Task_0,gp_exact
0.9000000000000001,0.5010878164556942,0.32043000879050193,705,Task_0,gp_exact
0.9500000000000001,0.5801059001512839,0.3431196658758624,744,Task_0,gp_exact
1.0,0.6683354866494384,0.37254928645910257,783,Task_0,gp_exact
0.05,0.2941176470588236,0.31961495665965034,40,Task_1,gp_exact
0.1,0.29797979797979796,0.2661196698325356,79,Task_1,gp_exact
0.15000000000000002,0.513745704467354,0.3288567201730677,118,Task_1,gp_exact
0.2,0.5959677419354837,0.38695126296981036,157,Task_1,gp_exact
0.25,0.5196480938416422,0.35642518510657717,196,Task_1,gp_exact
0.3,0.5111662531017369,0.3506841222089872,235,Task_1,gp_exact
0.35000000000000003,0.5664082687338501,0.38978965002173355,275,Task_1,gp_exact
