Confidence_Cutoff,AUC,Brier_Score,N_Samples,Method
0.05,0.02777777777777779,0.3822911519168346,40,nn_evd
0.1,0.537037037037037,0.48135391353189266,79,nn_evd
0.15000000000000002,0.513461538461538,0.517078541538695,118,nn_evd
0.2,0.38695652173912953,0.44658669082622415,157,nn_evd
0.25,0.4102564102564097,0.4415212365855509,196,nn_evd
0.3,0.33656957928802533,0.39342811331952254,235,nn_evd
0.35000000000000003,0.43541666666666623,0.4259150220517391,275,nn_evd
0.4,0.3772563176895318,0.39129851221020673,314,nn_evd
0.45,0.3328025477707033,0.36188606780763966,353,nn_evd
0.5,0.3691041468819273,0.3632477366257847,392,nn_evd
0.55,0.4020779220779247,0.36771562379442946,431,nn_evd
0.6000000000000001,0.4214485278315091,0.3676726328062231,470,nn_evd
0.6500000000000001,0.3883937413349205,0.3488742692858643,509,nn_evd
0.7000000000000001,0.41346153846154077,0.35147552547201416,549,nn_evd
0.7500000000000001,0.3853773584905664,0.33684329094407,588,nn_evd
0.8,0.3608657243816244,0.3222976462322127,627,nn_evd
0.8500000000000001,0.5600373482726415,0.312662069687965,666,nn_evd
0.9000000000000001,0.5863275039745616,0.3099613256522102,705,nn_evd
0.9500000000000001,0.5907647907647894,0.2956100943401273,744,nn_evd
1.0,0.6702196382428928,0.27590675358275574,783,nn_evd
0.05,,4.672305714537666e-16,40,nn_mc_dropout
0.1,0.5746268656716417,0.3994262792831702,79,nn_mc_dropout
0.15000000000000002,0.5999999999999996,0.29794059719731525,118,nn_mc_dropout
0.2,0.5734265734265729,0.31852838198451794,157,nn_mc_dropout
0.25,0.5716945996275601,0.27188413470399964,196,nn_mc_dropout
0.3,0.589147286821705,0.23715581775344624,235,nn_mc_dropout
0.35000000000000003,0.4345381526104417,0.30910098689095244,275,nn_mc_dropout
0.4,0.42937062937063125,0.2803220827264703,314,nn_mc_dropout
0.45,0.5046875000000023,0.29465700521562144,353,nn_mc_dropout
0.5,0.5840395480226007,0.33488645231372943,392,nn_mc_dropout
0.55,0.6447552447552464,0.3859039293594467,431,nn_mc_dropout
0.6000000000000001,0.6439819004524906,0.4052946025146951,470,nn_mc_dropout
0.6500000000000001,0.6250779787897714,0.40513234414523247,509,nn_mc_dropout
0.7000000000000001,0.6237373737373763,0.4198316123879353,549,nn_mc_dropout
0.7500000000000001,0.5836483931947085,0.4037112317292731,588,nn_mc_dropout
0.8,0.5513392857142867,0.3900556725018915,627,nn_mc_dropout
0.8500000000000001,0.5189075630252105,0.3767570743619007,666,nn_mc_dropout
0.9000000000000001,0.6125610500610498,0.3504228856585801,705,nn_mc_dropout
0.9500000000000001,0.6073442442580101,0.3324308382471767,744,nn_mc_dropout
1.0,0.6642980189491804,0.3288818036746603,783,nn_mc_dropout
0.05,1.0,0.41046418911432014,40,nn_deep_ensemble
0.1,0.9328358208955224,0.39942626731111913,79,nn_deep_ensemble
0.15000000000000002,0.9523809523809523,0.29794058826710657,118,nn_deep_ensemble
0.2,0.6402877697841725,0.32471820045291716,157,nn_deep_ensemble
0.25,0.5889830508474574,0.3348864962303053,196,nn_deep_ensemble
0.3,0.5833333333333331,0.294982107694985,235,nn_deep_ensemble
0.35000000000000003,0.6385542168674697,0.30910097984161616,275,nn_deep_ensemble
0.4,0.622377622377623,0.31852838615981505,314,nn_deep_ensemble
0.45,0.5718750000000016,0.3276745800135317,353,nn_deep_ensemble
0.5,0.4745762711864435,0.3862690587756369,392,nn_deep_ensemble
0.55,0.4592435987784855,0.38773571873944956,431,nn_deep_ensemble
0.6000000000000001,0.4761336515513155,0.38953317826733824,470,nn_deep_ensemble
0.6500000000000001,0.43750000000000294,0.36960848296225085,509,nn_deep_ensemble
0.7000000000000001,0.44882260596546597,0.3715047551481896,549,nn_deep_ensemble
0.7500000000000001,0.4173113414100142,0.35467276560546684,588,nn_deep_ensemble
0.8,0.4716577540106949,0.37332324543088363,627,nn_deep_ensemble
0.8500000000000001,0.5079223608635363,0.38936227377265115,666,nn_deep_ensemble
0.9000000000000001,0.506546355272468,0.3906876938643844,705,nn_deep_ensemble
0.9500000000000001,0.5305135951661611,0.40394711069698214,744,nn_deep_ensemble
1.0,0.6344207579672679,0.3835734320908728,783,nn_deep_ensemble
