Confidence_Cutoff,AUC,Brier_Score,N_Samples,Method
0.05,1.0,0.39138328209368267,40,nn_evd
0.1,0.8285714285714286,0.161246061368078,79,nn_evd
0.15000000000000002,0.829326923076923,0.2283524727444039,118,nn_evd
0.2,0.795893719806763,0.3247769319907322,157,nn_evd
0.25,0.7242524916943512,0.3361788953535707,196,nn_evd
0.3,0.6714285714285702,0.34064947124699946,236,nn_evd
0.35000000000000003,0.6893442622950805,0.3306150010880085,275,nn_evd
0.4,0.6692733789507969,0.33837210287156644,314,nn_evd
0.45,0.7228966986155473,0.3423360787049986,353,nn_evd
0.5,0.7033045977011483,0.31444096434391516,392,nn_evd
0.55,0.6916360294117636,0.3192094199848395,432,nn_evd
0.6000000000000001,0.6968018131453023,0.34172219824571876,471,nn_evd
0.6500000000000001,0.6658183921341805,0.32719826323059115,510,nn_evd
0.7000000000000001,0.6408163265306112,0.3145519037673931,549,nn_evd
0.7500000000000001,0.6179966044142619,0.3022043212858042,589,nn_evd
0.8,0.5981709593131783,0.2907899990183875,628,nn_evd
0.8500000000000001,0.6538517653924738,0.2982815319061605,667,nn_evd
0.9000000000000001,0.6647376788553285,0.2978395599011069,706,nn_evd
0.9500000000000001,0.6741188995349386,0.29811403892713606,745,nn_evd
1.0,0.6814921090387405,0.28313903871083085,784,nn_evd
0.05,,3.9796005380071735e-16,40,nn_mc_dropout
0.1,0.19097222222222218,0.5485336227309227,79,nn_mc_dropout
0.15000000000000002,0.3582554517133957,0.5508362488050746,118,nn_mc_dropout
0.2,0.37588652482269397,0.5205558271774484,157,nn_mc_dropout
0.25,0.3753026634382546,0.4637834969446254,196,nn_mc_dropout
0.3,0.3691588785046708,0.4170375664603366,236,nn_mc_dropout
0.35000000000000003,0.4384999999999981,0.4117102037090768,275,nn_mc_dropout
0.4,0.4056737588652464,0.4367893769637053,314,nn_mc_dropout
0.45,0.3673981191222554,0.4067332429086392,353,nn_mc_dropout
0.5,0.43122065727699394,0.425046181532771,392,nn_mc_dropout
0.55,0.38952502120440924,0.400403603090955,432,nn_mc_dropout
0.6000000000000001,0.35850897736143517,0.38065757175048104,471,nn_mc_dropout
0.6500000000000001,0.33134920634920517,0.36226681801801014,510,nn_mc_dropout
0.7000000000000001,0.3991089393503876,0.38120997510123933,549,nn_mc_dropout
0.7500000000000001,0.37145532370251644,0.3644222027687753,589,nn_mc_dropout
0.8,0.3486065779563179,0.3498483312512793,628,nn_mc_dropout
0.8500000000000001,0.47720561092654445,0.32947237001976265,667,nn_mc_dropout
0.9000000000000001,0.5380051074057415,0.32001246026303043,706,nn_mc_dropout
0.9500000000000001,0.6149797570850231,0.28602648799029834,745,nn_mc_dropout
1.0,0.6445851679612157,0.27254147070747575,784,nn_mc_dropout
0.05,1.0,0.3714972892307229,40,nn_deep_ensemble
0.1,0.7464788732394367,0.48027316611263643,79,nn_deep_ensemble
0.15000000000000002,0.8118131868131868,0.25520280839409754,118,nn_deep_ensemble
0.2,0.7517730496453896,0.2768708480624383,157,nn_deep_ensemble
0.25,0.7225360954174503,0.29251283824601776,196,nn_deep_ensemble
0.3,0.7381470204436702,0.2432325798933062,236,nn_deep_ensemble
0.35000000000000003,0.7527698638809741,0.24884702498061745,275,nn_deep_ensemble
0.4,0.7764945652173905,0.24458138107579966,314,nn_deep_ensemble
0.45,0.7915512465373954,0.27354660930677016,353,nn_deep_ensemble
0.5,0.7827380952380945,0.30248863317936464,392,nn_deep_ensemble
0.55,0.7523298863781429,0.28904100596196125,432,nn_deep_ensemble
0.6000000000000001,0.7574550653594762,0.3281683512017721,471,nn_deep_ensemble
0.6500000000000001,0.730530474040631,0.3163013181443599,510,nn_deep_ensemble
0.7000000000000001,0.7081586303284406,0.30556729199752086,549,nn_deep_ensemble
0.7500000000000001,0.686650485436893,0.2944011318046253,589,nn_deep_ensemble
0.8,0.6694696969696979,0.2857421456162033,628,nn_deep_ensemble
0.8500000000000001,0.6799895164460769,0.2666375944859348,667,nn_deep_ensemble
0.9000000000000001,0.6667076923076947,0.2581523305326184,706,nn_deep_ensemble
0.9500000000000001,0.6669468257970556,0.26302174407050966,745,nn_deep_ensemble
1.0,0.6774353139068946,0.2657038913823013,784,nn_deep_ensemble
