Confidence_Cutoff,AUC,Brier_Score,N_Samples,Task,Method
0.05,1.0,2.0896614912945147e-09,40,Task_0,nn_evd
0.1,0.9488272921108741,0.09933892054924656,79,Task_0,nn_evd
0.15000000000000002,0.8927835051546391,0.20773913042229228,118,Task_0,nn_evd
0.2,0.8492366412213739,0.28031441971791293,157,Task_0,nn_evd
0.25,0.7906746031746024,0.2562190777095205,196,Task_0,nn_evd
0.3,0.7677443329617232,0.26891775683397945,236,Task_0,nn_evd
0.35000000000000003,0.7491217798594838,0.2798157485399105,275,Task_0,nn_evd
0.4,0.737170263788968,0.2540205008300153,314,Task_0,nn_evd
0.45,0.7138004246284493,0.2397776318936457,353,Task_0,nn_evd
0.5,0.7081552706552696,0.2507278807206611,392,Task_0,nn_evd
0.55,0.7058823529411756,0.25991122873657274,432,Task_0,nn_evd
0.6000000000000001,0.7012083004990799,0.26840965688784746,471,Task_0,nn_evd
0.6500000000000001,0.712061403508771,0.2938572347022544,510,Task_0,nn_evd
0.7000000000000001,0.6886409736308309,0.28217250167619035,549,Task_0,nn_evd
0.7500000000000001,0.7096508563899872,0.27746895042075276,589,Task_0,nn_evd
0.8,0.7059481216457971,0.2845941729792612,628,Task_0,nn_evd
0.8500000000000001,0.6889029180695864,0.2765703410564945,667,Task_0,nn_evd
0.9000000000000001,0.6985546300832944,0.25945039731675223,706,Task_0,nn_evd
0.9500000000000001,0.7151786644442151,0.2704266774920261,745,Task_0,nn_evd
1.0,0.7017760846979691,0.2682273024788454,784,Task_0,nn_evd
0.05,0.6916666666666667,0.2673917329259646,40,Task_1,nn_evd
0.1,0.587121212121212,0.18810474244107545,79,Task_1,nn_evd
0.15000000000000002,0.5592783505154639,0.14225784340368414,118,Task_1,nn_evd
0.2,0.6106060606060606,0.15104018491041188,157,Task_1,nn_evd
0.25,0.5695121951219512,0.12708185009910228,196,Task_1,nn_evd
0.3,0.7331042382588774,0.18420937196860476,236,Task_1,nn_evd
0.35000000000000003,0.7236201298701296,0.1817018796304172,275,Task_1,nn_evd
0.4,0.7222895215021198,0.18265886400232437,314,Task_1,nn_evd
0.45,0.704728370221328,0.18437097969603355,353,Task_1,nn_evd
0.5,0.7243589743589743,0.1973014015395083,392,Task_1,nn_evd
0.55,0.7325072886297376,0.21024581889079785,432,Task_1,nn_evd
0.6000000000000001,0.7377354103696814,0.18965186780493812,471,Task_1,nn_evd
0.6500000000000001,0.7575420031560381,0.18628685011034796,510,Task_1,nn_evd
0.7000000000000001,0.7430555555555555,0.18763226231833827,549,Task_1,nn_evd
0.7500000000000001,0.7487674320326807,0.20775606602848268,589,Task_1,nn_evd
0.8,0.7515255064681476,0.2182061869234527,628,Task_1,nn_evd
0.8500000000000001,0.7708562940246302,0.2518886013807516,667,Task_1,nn_evd
0.9000000000000001,0.7845126835781043,0.25544783878621247,706,Task_1,nn_evd
0.9500000000000001,0.7969290314393581,0.255784692734464,745,Task_1,nn_evd
1.0,0.8001597018898056,0.2520838240205682,784,Task_1,nn_evd
0.05,0.5714285714285714,0.5554999787527342,40,Task_0,nn_mc_dropout
0.1,0.3472222222222222,0.3779168506379662,79,Task_0,nn_mc_dropout
0.15000000000000002,0.4506172839506173,0.37791667920159855,118,Task_0,nn_mc_dropout
0.2,0.5969267139479899,0.482036670147492,157,Task_0,nn_mc_dropout
0.25,0.5889285714285702,0.440307260593372,196,Task_0,nn_mc_dropout
0.3,0.6343777581641648,0.4919697190635726,236,Task_0,nn_mc_dropout
0.35000000000000003,0.5935763888888872,0.4807896633186354,275,Task_0,nn_mc_dropout
0.4,0.5238309352517968,0.44698392128176806,314,Task_0,nn_mc_dropout
0.45,0.5470521541950097,0.38888564399883735,353,Task_0,nn_mc_dropout
0.5,0.547605363984673,0.35732267086831426,392,Task_0,nn_mc_dropout
0.55,0.5522742146596847,0.33141267482819287,432,Task_0,nn_mc_dropout
0.6000000000000001,0.5850107353730533,0.30033376363898867,471,Task_0,nn_mc_dropout
0.6500000000000001,0.5917543859649115,0.28025326131276895,510,Task_0,nn_mc_dropout
0.7000000000000001,0.6163419913419906,0.2813541059927872,549,Task_0,nn_mc_dropout
0.7500000000000001,0.6528181524547806,0.29674719191175863,589,Task_0,nn_mc_dropout
0.8,0.6500904159132019,0.30056544224536086,628,Task_0,nn_mc_dropout
0.8500000000000001,0.6612811791383238,0.298660207840405,667,Task_0,nn_mc_dropout
0.9000000000000001,0.6594531070855333,0.28569169322817495,706,Task_0,nn_mc_dropout
0.9500000000000001,0.6461800302571887,0.2791370209435584,745,Task_0,nn_mc_dropout
1.0,0.6468856676396406,0.27393326664397744,784,Task_0,nn_mc_dropout
0.05,0.6176470588235295,0.18165728704924233,40,Task_1,nn_mc_dropout
0.1,0.4270833333333331,0.4143715664591753,79,Task_1,nn_mc_dropout
0.15000000000000002,0.43439716312056714,0.3251214085535603,118,Task_1,nn_mc_dropout
0.2,0.4251152073732717,0.2617421620967789,157,Task_1,nn_mc_dropout
0.25,0.4276729559748426,0.2453820285453511,196,Task_1,nn_mc_dropout
0.3,0.43807870370370355,0.23613992682956217,236,Task_1,nn_mc_dropout
0.35000000000000003,0.45291479820627784,0.23092885022971976,275,Task_1,nn_mc_dropout
0.4,0.5062091503267974,0.20235102867917756,314,Task_1,nn_mc_dropout
0.45,0.5410652065704328,0.21651998029050515,353,Task_1,nn_mc_dropout
0.5,0.5702627388535031,0.21291157030867663,392,Task_1,nn_mc_dropout
0.55,0.5890832523485584,0.20906095509348277,432,Task_1,nn_mc_dropout
0.6000000000000001,0.586566953576972,0.19772907069645296,471,Task_1,nn_mc_dropout
0.6500000000000001,0.6236183171667042,0.19613083144585264,510,Task_1,nn_mc_dropout
0.7000000000000001,0.6637946349262746,0.18051830614707967,549,Task_1,nn_mc_dropout
0.7500000000000001,0.7174996720451268,0.1977110731632563,589,Task_1,nn_mc_dropout
0.8,0.7181262729124238,0.20068786123693635,628,Task_1,nn_mc_dropout
0.8500000000000001,0.7246494614915671,0.20791972214345672,667,Task_1,nn_mc_dropout
0.9000000000000001,0.7591157162065969,0.21803694330628437,706,Task_1,nn_mc_dropout
0.9500000000000001,0.7827586206896554,0.22970706290018836,745,Task_1,nn_mc_dropout
1.0,0.7899121639606067,0.22964314114285586,784,Task_1,nn_mc_dropout
0.05,0.625,0.5775028315216403,40,Task_0,nn_deep_ensemble
0.1,0.6617647058823529,0.562645559672257,79,Task_0,nn_deep_ensemble
0.15000000000000002,0.6566666666666666,0.5675123167393821,118,Task_0,nn_deep_ensemble
0.2,0.6023454157782512,0.5332482873006728,157,Task_0,nn_deep_ensemble
0.25,0.5825301204819262,0.5684957910302271,196,Task_0,nn_deep_ensemble
0.3,0.5901960784313707,0.5173890964060094,236,Task_0,nn_deep_ensemble
0.35000000000000003,0.5491666666666648,0.4767830892174719,275,Task_0,nn_deep_ensemble
0.4,0.6320506062203465,0.41680305331475054,314,Task_0,nn_deep_ensemble
0.45,0.6108577633007586,0.37882119258886027,353,Task_0,nn_deep_ensemble
0.5,0.6014254385964899,0.37929295560290327,392,Task_0,nn_deep_ensemble
0.55,0.6121372031662257,0.36796303931606406,432,Task_0,nn_deep_ensemble
0.6000000000000001,0.6050729232720344,0.3423239754653563,471,Task_0,nn_deep_ensemble
0.6500000000000001,0.5819815614424076,0.3281021460579135,510,Task_0,nn_deep_ensemble
0.7000000000000001,0.6049091801669111,0.3010900967610569,549,Task_0,nn_deep_ensemble
0.7500000000000001,0.6084790209790214,0.2839866070959326,589,Task_0,nn_deep_ensemble
0.8,0.6301989150090432,0.26469533971557363,628,Task_0,nn_deep_ensemble
0.8500000000000001,0.6194209039548048,0.25591080512648867,667,Task_0,nn_deep_ensemble
0.9000000000000001,0.6379437869822512,0.2774959178758099,706,Task_0,nn_deep_ensemble
0.9500000000000001,0.6646053872759695,0.2726090759295354,745,Task_0,nn_deep_ensemble
1.0,0.6525008657794518,0.2683256335877898,784,Task_0,nn_deep_ensemble
0.05,0.6451612903225806,0.422096293642096,40,Task_1,nn_deep_ensemble
0.1,0.6721311475409836,0.27070267487109284,79,Task_1,nn_deep_ensemble
0.15000000000000002,0.6652173913043476,0.2908726624040463,118,Task_1,nn_deep_ensemble
0.2,0.4910714285714284,0.2921594893078934,157,Task_1,nn_deep_ensemble
0.25,0.49391233766233744,0.25110517166323004,196,Task_1,nn_deep_ensemble
0.3,0.4288101604278073,0.2176081172700844,236,Task_1,nn_deep_ensemble
0.35000000000000003,0.45180111618467766,0.19110015955246878,275,Task_1,nn_deep_ensemble
0.4,0.5216186252771617,0.1895896969832646,314,Task_1,nn_deep_ensemble
0.45,0.5972951680672268,0.20513923021964223,353,Task_1,nn_deep_ensemble
0.5,0.5920218579234973,0.19003217937725891,392,Task_1,nn_deep_ensemble
0.55,0.5681547619047619,0.17691807411513946,432,Task_1,nn_deep_ensemble
0.6000000000000001,0.6147997591087021,0.18929344893703534,471,Task_1,nn_deep_ensemble
0.6500000000000001,0.6567729534147443,0.20808227035491084,510,Task_1,nn_deep_ensemble
0.7000000000000001,0.6708584686774941,0.2288658067753771,549,Task_1,nn_deep_ensemble
0.7500000000000001,0.6692664586833053,0.2127010664496882,589,Task_1,nn_deep_ensemble
0.8,0.693186306780777,0.2178900319688378,628,Task_1,nn_deep_ensemble
0.8500000000000001,0.7158676533676536,0.23014636143108164,667,Task_1,nn_deep_ensemble
0.9000000000000001,0.7527931246163293,0.2423171167761742,706,Task_1,nn_deep_ensemble
0.9500000000000001,0.7855692055692057,0.249203661348669,745,Task_1,nn_deep_ensemble
1.0,0.7990018631887142,0.25248005216703745,784,Task_1,nn_deep_ensemble
