AUC_mean,AUC_std,Avg_Entropy_mean,Avg_Entropy_std,Avg_Uncertainty_Mass_mean,Avg_Uncertainty_Mass_std,Brier_mean,Brier_std,ECE_mean,ECE_std,NLL_mean,NLL_std,Spearman_Err_Unc_mean,Spearman_Err_Unc_std,method
0.6660475882859589,0.04227865125639179,0.10894605427073753,0.008583157808933766,0.16870900686164716,0.014310971413961133,0.2982455647886702,0.012975309024466409,0.31405356719704314,0.01212401669527897,1.9432340235808137,0.17657110122800643,0.9467526839197706,0.008264583013928802,nn_evd
0.6320198105081828,0.009256448254274224,,,,,,,,,,,,,nn_baseline
0.6695628768303171,0.020944607984783842,0.06833725696963483,0.008593279527301951,0.06833669265199524,0.008593287536826867,0.3110878265488347,0.012009699068076305,0.32353619411454315,0.01225621181859488,4.1114416114945325,0.2496846866926203,0.9520021782745699,0.00368117379489294,nn_mc_dropout
0.658292958656329,0.010588026377002917,0.06525959500486983,0.007985559023723974,0.06525884549922102,0.00798567016063422,0.36492597132255966,0.010693660342115347,0.382809621215502,0.012224286146672867,4.910189019722567,0.5315304994982712,0.9492894970443503,0.003205344733490389,nn_deep_ensemble
