AUC_mean,AUC_std,Avg_Entropy_mean,Avg_Entropy_std,Avg_Uncertainty_Mass_mean,Avg_Uncertainty_Mass_std,Brier_mean,Brier_std,ECE_mean,ECE_std,NLL_mean,NLL_std,Spearman_Err_Unc_mean,Spearman_Err_Unc_std,method
0.6775342601296224,0.03214934686709027,0.05409778562727979,0.009415838536160497,0.08113798915226819,0.015780650579135174,0.27368848415422414,0.005275654736548763,0.2792007730432319,0.0049086342925440994,1.8889207486049966,0.10888011793952623,0.9394765151718435,0.005885994971539541,nn_evd
0.656814921090388,0.00686343096846067,,,,,,,,,,,,,nn_baseline
0.6718300103893562,0.021491498252030564,0.04276638384700366,0.008328612280553186,0.042765890457668834,0.008328598635692363,0.274911464815649,0.004293882278499206,0.2826184118102616,0.0056640587433563,3.987835079486833,0.19165309980985146,0.9471550989529633,0.005500299556931041,nn_mc_dropout
0.6634096868352082,0.009811860127367978,0.020151801862674013,0.005446226420307598,0.02015114504686797,0.005446475524667539,0.2681087400826177,0.0011154511119943421,0.2720165311365853,0.0018837469847416495,3.964366901648476,0.5466423857530619,0.9399928127471414,0.002843477293068948,nn_deep_ensemble
